2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
28.79,100,10.57,92,35.19,58,Protomangano-ferro-anthophyllite,"(Mn++,Fe++)2(Fe++,Mg)5(Si4O11)2(OH)2"
28.78,100,33.57,100,51.72,100,Yftisite-(Y),"(Y,Dy,Er)4(Ti,Sn)O(SiO4)2(F,OH)6"
28.77,100,29.78,100,30.40,100,Manganbabingtonite,"Ca2(Mn,Fe++)Fe+++Si5O14(OH)"
28.77,100,47.36,80,12.78,60,Spriggite,Pb3[(UO2)6O8(OH)2](H2O)x; x ~ 3
28.77,100,48.32,90,56.36,50,Fergusonite-(Ce),"(Ce,La,Y)NbO4"
28.77,100,48.05,90,57.01,70,Stibiocolusite,"Cu13V(Sb,As,Sn)3S16"
28.77,100,47.75,80,57.17,60,Lautite,CuAsS
28.77,100,47.30,80,48.10,70,Barquillite,Cu2CdGeS4
28.77,100,47.07,30,18.63,25,Powellite,CaMoO4
28.77,100,33.03,80,26.19,70,Eckermannite,NaNa2(Mg4Al)Si8O22(OH)2
28.77,100,31.82,40,32.53,30,Thalenite-(Y),Y3Si3O10(OH)
28.77,100,29.47,90,51.91,60,Changbaiite,PbNb2O6
28.77,100,25.73,80,47.36,60,Spriggite,Pb3[(UO2)6O8(OH)2](H2O)x; x ~ 3
28.77,100,20.88,90,20.07,80,Sanderite,MgSO4•2(H2O)
28.77,100,18.63,55,29.04,30,Scheelite,CaWO4
28.77,100,17.37,60,45.55,40,Ammoniojarosite,(NH4)Fe+++3(SO4)2(OH)6
28.77,100,10.75,61,32.64,53,Ferri-clinoholmquistite,[ ]Li2Mg3(Fe3+)2(Si8O22)(OH)2
28.77,100,39.28,100,42.80,75,Tetradymite,Bi2Te2S
28.77,100,35.60,100,31.59,90,Homilite,"Ca2(Fe++,Mg)B2Si2O10"
28.77,70,31.03,70,27.08,60,Karnasurtite-(Ce),"(Ce,La,Th)(Ti,Nb)(Al,Fe+++)(Si,P)2O7(OH)4•3(H2O) (?)"
28.77,100,29.90,100,47.54,50,Gotzenite,"(Ca,Na)3(Ti,Al)Si2O7(F,OH)2"
28.77,100,29.06,100,31.25,80,Thoreaulite,Sn++Ta2O6
28.76,100,24.57,80,32.96,80,Hodrushite,Cu8Bi12S22
28.76,100,32.96,80,24.57,80,Hodrushite,Cu8Bi12S22
28.74,100,47.91,70,49.84,50,Wilhelmramsayite,Cu3FeS3•2(H2O)
28.74,100,36.10,70,54.86,30,Theoparacelsite,Cu3(OH)2(As2O7)
28.74,100,25.68,60,59.94,50,Coronadite,"Pb(Mn++++,Mn++)8O16"
28.74,100,13.40,86,27.10,75,Hemimorphite,Zn4Si2O7(OH)2•(H2O)
28.74,100,49.84,70,39.28,50,Wilhelmramsayite,Cu3FeS3•2(H2O)
28.70,100,29.48,100,31.83,100,Calciocopiapite,CaFe+++4(SO4)6(OH)2•19(H2O)
28.70,100,47.78,65,56.67,35,Famatinite,Cu3SbS4
28.70,100,30.52,80,29.32,70,Kulanite,"Ba(Fe++,Mn,Mg)2Al2(PO4)3(OH)3"
28.69,100,40.08,70,68.54,67,Antimony,Sb
28.68,100,47.67,70,56.74,20,Stannoidite,Cu8Fe3Sn2S12
28.68,100,47.33,50,48.99,30,Hemusite,Cu6SnMoS8
28.68,100,40.30,60,31.36,60,Bakerite,Ca4B4(BO4)(SiO4)3(OH)3•(H2O)
28.68,100,39.49,60,42.40,50,Ingodite,"Bi(S,Te)"
28.68,100,37.44,60,56.78,50,Argutite,GeO2
28.68,100,29.26,50,27.42,50,Walpurgite,Bi4(UO2)(AsO4)2O4•2(H2O)
28.68,100,28.49,100,30.48,45,Thortveitite,"(Sc,Y)2Si2O7"
28.68,100,24.03,90,34.47,70,Burckhardtite,"Pb2(Fe+++,Mn+++)Te++++(AlSi3O10)O2(OH)2•(H2O)"
28.68,100,17.76,100,15.13,60,Parabutlerite,Fe+++(SO4)(OH)•2(H2O)
28.68,100,14.61,90,49.41,80,Arsenobismite,Bi2(AsO4)(OH)3
28.68,100,5.68,90,33.60,70,Shkatulkalite,"{(Na,Mn,Ca,[ ])4[Nb2(O,H2O)4Si4O14](OH,F)2}•2(H2O,[ ])"
28.68,100,44.90,100,32.10,80,Bariosincosite,Ba(V++++O)2(PO4)2•4(H2O)
28.68,100,33.72,100,16.71,100,Berborite,"Be2(BO3)(OH,F)•(H2O)"
28.68,100,31.59,100,35.31,90,Minasgeraisite-(Y),CaY2Be2Si2O10
28.68,100,31.36,60,40.30,60,Bakerite,Ca4B4(BO4)(SiO4)3(OH)3•(H2O)
28.68,100,27.42,50,29.26,50,Walpurgite,Bi4(UO2)(AsO4)2O4•2(H2O)
28.68,100,33.60,90,31.36,70,Shkatulkalite,"{(Na,Mn,Ca,[ ])4[Nb2(O,H2O)4Si4O14](OH,F)2}•2(H2O,[ ])"
28.66,100,42.46,40,34.03,20,IMA2009-001,"Ba5(Ca,REE,Y)22(Ti,Nb)18(SiO4)4[(PO4),(SiO4)]4(BO3)9O22[(OH),F]43(H2O)1.5"
28.66,100,29.94,40,42.46,20,IMA2009-001,"Ba5(Ca,REE,Y)22(Ti,Nb)18(SiO4)4[(PO4),(SiO4)]4(BO3)9O22[(OH),F]43(H2O)1.5"
28.66,100,14.88,87,24.26,34,Dorallcharite,"(Tl,K)Fe+++3(SO4)2(OH)6"
28.65,100,26.74,45,21.93,45,Rhomboclase,(H5O2)+Fe+++(SO4)2•2(H2O)
28.65,100,25.34,90,12.62,80,Sayrite,Pb2(UO2)5O6(OH)2•4(H2O)
28.65,100,21.93,45,26.74,45,Rhomboclase,(H5O2)+Fe+++(SO4)2•2(H2O)
28.64,100,31.30,65,41.21,60,Datolite,CaBSiO4(OH)
28.64,100,20.58,48,13.84,36,Mackelveyite-(Y),NaBa3CaY(CO3)3(OH)6•3H2O
28.64,100,20.24,85,16.08,60,Strengite,Fe+++PO4•2(H2O)
28.64,100,14.67,45,39.49,37,IMA2008-063,"Pb[Zn0.25,[ ]0.75]Fe3H(AsO4)2(OH)6"
28.63,100,31.83,62,48.59,37,Litharge,PbO
28.62,100,39.45,75,19.49,55,Vihorlatite,Bi24Se17Te4
28.62,100,32.41,90,19.77,90,Calcioandyrobertsite-2O,KCaCu5(AsO4)4[As(OH)2O2]•2(H2O)
28.62,100,14.25,72,12.27,70,Yegorovite,Na4[Si2O4(OH)2]2•7H2O
28.62,100,19.77,90,32.41,90,Calcioandyrobertsite-2O,KCaCu5(AsO4)4[As(OH)2O2]•2(H2O)
28.61,100,49.50,80,32.88,50,Scrutinyite,PbO2
28.61,100,49.38,50,57.75,45,Samaniite,Cu2Fe5Ni2S8
28.61,100,29.71,60,56.14,50,Petewilliamsite,"(Ni,Co,Cu)30(As2O7)15"
28.61,100,28.87,95,9.40,80,Chaidamuite,"(Zn,Fe++)Fe+++(SO4)2(OH)•4(H2O)"
28.61,100,56.14,60,34.92,50,Petewilliamsite,"(Ni,Co,Cu)30(As2O7)15"
28.60,100,59.18,100,35.82,80,Harrisonite,"Ca(Fe++,Mg)6(PO4)2(SiO4)2"
28.60,100,35.05,100,59.18,80,Harrisonite,"Ca(Fe++,Mg)6(PO4)2(SiO4)2"
28.60,100,24.30,80,35.63,75,Phenakite,Be2SiO4
28.59,100,50.79,90,82.09,70,IMA2009-015,NaSrCeF6
28.59,100,47.73,90,32.78,80,Kalistrontite,K2Sr(SO4)2
28.59,100,47.59,54,56.52,40,Aktashite,Cu6Hg3As4S12
28.59,100,47.44,55,56.29,30,Nantokite,CuCl
28.59,100,39.98,80,31.61,80,Fluorthalenite-(Y),Y3Si3O10F
28.59,100,39.49,33,19.03,19,Telluronevskite,Bi3TeSe2
28.59,100,38.96,50,18.01,40,Kawazulite,"Bi2(Te,Se,S)3"
28.59,100,34.74,50,22.38,45,Kalsilite,KAlSiO4
28.59,100,31.14,70,35.60,30,Tanteuxenite-(Y),"(Y,Ce,Ca)(Ta,Nb,Ti)2(O,OH)6"
28.59,100,30.22,95,47.83,75,Fergusonite-beta-(Y),YNbO4
28.59,100,30.17,90,47.81,50,Fergusonite-(Y),YNbO4
28.59,100,26.91,85,41.99,40,Monazite-(La),"(La,Ce,Nd)PO4"
28.59,100,22.90,70,20.35,70,Kvanefjeldite,"Na4(Ca,Mn)Si6O14(OH)2"
28.59,100,14.93,60,34.74,50,Rhodostannite,Cu2FeSn3S8
28.59,100,13.70,73,14.88,70,Georgechaoite,KNaZrSi3O9•2(H2O)
28.59,100,10.78,75,31.96,40,Magnesio-arfvedsonite,NaNa2(Mg4Fe++)Si8O22(OH)2
28.59,100,10.55,100,33.03,90,Tremolite,[ ]Ca2Mg5Si8O22(OH)2
28.59,100,10.49,80,27.27,40,Edenite,NaCa2Mg5Si7AlO22(OH)2
28.59,100,9.71,90,19.28,70,Lanthanite-(La),"(La,Ce)2(CO3)3•8(H2O)"
28.59,100,4.01,100,8.03,80,Gyrolite,NaCa16Si23AlO60(OH)8•64(H2O)
28.59,100,10.55,100,33.03,90,Actinolite,"Ca2(Mg,Fe++)5Si8O22(OH)2"
28.59,100,31.61,80,39.98,80,Fluorthalenite-(Y),Y3Si3O10F
28.59,100,20.35,70,22.90,70,Kvanefjeldite,"Na4(Ca,Mn)Si6O14(OH)2"
28.59,100,33.15,100,33.54,100,Harmotome,"(Ba,Na,K)1-2(Si,Al)8O16•6(H2O)"
28.59,100,82.09,90,41.03,70,IMA2009-015,NaSrCeF6
28.59,100,35.60,70,33.54,30,Tanteuxenite-(Y),"(Y,Ce,Ca)(Ta,Nb,Ti)2(O,OH)6"
28.59,100,34.06,100,24.57,100,Garavellite,FeSbBiS4
28.59,100,31.70,100,22.15,80,Mcbirneyite,Cu3(VO4)2
28.59,100,31.47,100,31.47,85,Calcybeborosilite-(Y),"(REE,Ca)2[ ](B,Be)2(SiO4)2(OH,O)2"
28.59,100,30.16,100,25.09,80,Petrovicite,PbHgCu3BiSe5
28.57,100,12.42,80,25.06,60,Richetite,PbU++++++4O13•4(H2O)
28.57,100,10.52,56,31.96,48,Leakeite,NaNa2(Mg2Fe+++2Li)Si8O22(OH)2
28.56,100,47.51,51,56.29,30,Sphalerite,"(Zn,Fe)S"
28.56,100,41.74,40,31.89,30,Paulkellerite,Bi2Fe+++(PO4)O2(OH)2
28.56,100,23.88,100,33.91,80,Magnesiochlorophoenicite,"(Mg,Mn)3Zn2(AsO4)(OH,O)6"
28.55,100,47.49,51,56.33,44,Cerianite-(Ce),"(Ce++++,Th)O2"
28.55,100,15.16,80,14.93,80,Gaidonnayite,Na2ZrSi3O9•2(H2O)
28.55,100,10.50,61,27.24,61,Fluoro-magnesiohastingsite,"(Na,K)Ca2(Mg,Fe+++,Ti)5(Si,Al)8O22F2"
28.55,100,10.49,40,27.26,35,Pargasite,"NaCa2(Mg,Fe++)4Al(Si6Al2)O22(OH)2"
28.55,100,14.93,80,15.16,80,Gaidonnayite,Na2ZrSi3O9•2(H2O)
28.55,100,27.24,61,10.50,61,Fluoro-magnesiohastingsite,"(Na,K)Ca2(Mg,Fe+++,Ti)5(Si,Al)8O22F2"
28.54,100,28.40,90,22.10,40,Barytocalcite,BaCa(CO3)2
28.54,100,10.52,60,27.24,50,Fluoro-edenite,"NaCa2Mg5Si7AlO22(F,OH)2"
28.51,100,47.36,50,56.14,30,Geerite,Cu8S5
28.51,100,29.05,70,24.74,70,Kupcikite,Cu3.4Fe0.6Bi5S10
28.51,100,12.49,100,25.54,80,Agrinierite,"(K2,Ca,Sr)U3O10•4(H2O)"
28.51,100,24.74,70,29.05,70,Kupcikite,Cu3.4Fe0.6Bi5S10
28.50,100,10.50,34,31.89,28,Fluoro-magnesio-arfvedsonite,"NaNa2(Mg,Fe++)4Fe+++[Si8O22](F,OH)2"
28.49,100,87.89,60,47.44,60,Petrukite,"(Cu,Fe,Zn)2(Sn,In)S4"
28.49,100,50.02,80,27.42,80,Phyllotungstite,CaFe+++3H(WO4)6•10(H2O)
28.49,100,47.46,80,56.03,60,Kuramite,Cu3SnS4
28.49,100,47.33,50,87.89,40,Ferrokesterite,"Cu2(Fe,Zn)SnS4"
28.49,100,47.33,50,56.25,40,Rudashevskyite,"(Fe,Zn)S"
28.49,100,47.30,70,32.90,20,Mohite,Cu2SnS3
28.49,100,33.67,80,14.23,80,Glauberite,Na2Ca(SO4)2
28.49,100,31.03,60,24.43,50,Alumotantite,AlTaO4
28.49,100,30.48,90,58.76,70,Formanite-(Y),YTaO4
28.49,100,30.30,30,52.71,20,Stibiocolumbite,SbNbO4
28.49,100,30.27,94,48.87,29,Iwashiroite-(Y),YTaO4
28.49,100,30.17,60,25.06,60,Stibiotantalite,SbTaO4
28.49,100,27.01,100,13.43,75,Montesommaite,"(K,Na)9Al9Si23O64•10(H2O)"
28.49,100,23.08,50,15.70,50,Colemanite,Ca2B6O11•5(H2O)
28.49,100,14.14,100,8.59,90,Benyacarite,"(H2O,K)2Ti(Mn++,Fe++)2(Fe+++,Ti)2Ti(PO4)4(O,F)2•14(H2O)"
28.49,100,10.46,80,10.35,80,Cordierite,Mg2Al4Si5O18
28.49,100,31.59,100,35.02,90,Gadolinite-(Y),Y2Fe++Be2Si2O10
28.49,100,31.36,100,34.85,80,Hingganite-(Yb),"(Yb,Y)2([ ])Be2Si2O8(OH)2"
28.49,100,28.68,100,30.48,45,Thortveitite,"(Sc,Y)2Si2O7"
28.49,100,47.44,60,87.89,60,Petrukite,"(Cu,Fe,Zn)2(Sn,In)S4"
28.49,100,27.42,80,50.02,80,Phyllotungstite,CaFe+++3H(WO4)6•10(H2O)
28.49,100,14.23,80,33.67,80,Glauberite,Na2Ca(SO4)2
28.49,100,25.06,60,30.17,60,Stibiotantalite,SbTaO4
28.49,100,15.70,50,23.08,50,Colemanite,Ca2B6O11•5(H2O)
28.49,100,10.35,80,10.46,80,Cordierite,Mg2Al4Si5O18
28.49,100,47.44,60,88.29,60,Petrukite,"(Cu,Fe,Zn)2(Sn,In)S4"
28.49,100,58.76,90,56.03,70,Formanite-(Y),YTaO4
28.49,100,48.87,94,48.10,29,Iwashiroite-(Y),YTaO4
28.48,100,14.23,80,22.83,80,Klebelsbergite,Sb+++4O4(OH)2(SO4)
28.48,100,22.83,80,14.23,80,Klebelsbergite,Sb+++4O4(OH)2(SO4)
28.47,100,38.63,40,23.95,30,Dussertite,BaFe+++3(AsO4)2(OH)5
28.47,100,27.96,100,43.96,80,Schlemaite,"(Cu,[ ])6(Pb,Bi)Se4"
28.47,100,31.80,100,27.36,100,Kornite,"Na(CaNa)Fe++4(Al,Fe+++)Si7AlO22(OH)2"
28.47,100,28.19,76,54.41,49,Leiteite,ZnAs+++2O4
28.46,100,47.44,30,47.07,25,Stannite,Cu2FeSnS4
28.46,100,47.38,50,55.88,10,Silicon,Si
28.46,100,32.08,80,35.80,60,Stranskiite,Zn2Cu++(AsO4)2
28.46,100,31.73,80,48.18,65,Idaite,Cu5FeS6
28.45,100,31.18,70,23.90,60,Anapaite,Ca2Fe++(PO4)2•4(H2O)
28.45,100,31.16,45,25.93,35,Hydroxylherderite,CaBe(PO4)(OH)
28.44,100,27.10,100,17.87,90,Lovdarite,K2Na6Be4Si14O36•9(H2O)
28.43,100,31.46,37,24.40,30,Krupkaite,PbCuBi3S6
28.40,100,76.81,90,51.91,90,Palmierite,"(K,Na)2Pb(SO4)2"
28.40,100,56.40,50,37.28,50,Pyrolusite,MnO2
28.40,100,55.99,80,37.82,65,Miserite,"K1.5-x(Ca, Y,REE)5[Si6O15][Si2O7](OH,F)2•yH2O"
28.40,100,47.17,90,56.06,80,Hakite,"(Cu,Hg)3(Sb,As)(Se,S)3"
28.40,100,35.60,90,31.14,90,Emmonsite,Fe+++2Te++++3O9•2(H2O)
28.40,100,33.80,35,21.93,25,Langbeinite,K2Mg2(SO4)3
28.40,100,31.25,80,40.99,70,Herderite,CaBe(PO4)F
28.40,100,29.76,90,51.85,50,Chalcostibite,CuSbS2
28.40,100,29.50,40,24.56,30,Pekoite,"PbCuBi11(S,Se)18"
28.40,100,27.77,70,30.48,60,Bayldonite,"(Cu,Zn)3Pb(AsO3OH)2(OH)2"
28.40,100,27.08,100,28.31,94,Chekhovichite,"(Bi,Pb,Fe)2Te4O11"
28.40,100,17.24,90,21.14,80,Mroseite,CaTe++++(CO3)O2
28.40,100,12.53,50,24.85,35,Protasite,Ba(UO2)3O3(OH)2•3(H2O)
28.40,100,10.90,100,33.09,80,Aenigmatite,"(Na,Ca)4(Fe++,Ti,Mg)12Si12O40"
28.40,100,10.46,95,38.37,70,Potassicpargasite,"(K,Na)Ca2(Mg,Fe++)5Si8O22(OH,F)2"
28.40,100,10.39,55,32.90,35,Magnesiohornblende,"Ca2[Mg4(Al,Fe+++)]Si7AlO22(OH)2"
28.40,100,51.91,90,76.81,90,Palmierite,"(K,Na)2Pb(SO4)2"
28.40,100,37.28,50,56.40,50,Pyrolusite,MnO2
28.40,100,31.14,90,35.60,90,Emmonsite,Fe+++2Te++++3O9•2(H2O)
28.40,100,33.67,100,21.55,100,Garronite,Na2Ca5Al12Si20O64•27(H2O)
28.40,100,33.03,100,28.13,100,Chevkinite-(Ce),"(Ce,La,Ca,Th)4(Fe++,Mg)2(Ti,Fe+++)3Si4O22"
28.40,100,30.06,100,26.75,100,Magniotriplite,"(Mg,Fe++,Mn)2(PO4)F"
28.39,100,31.47,80,21.08,70,Truscottite,"(Ca,Mn++)14Si24O58(OH)8•2(H2O)"
28.38,100,28.61,75,25.47,25,Valentinite,Sb2O3
28.37,100,31.63,70,48.08,60,Nukundamite,"(Cu,Fe)4S4"
28.37,100,28.77,98,37.25,73,Hollandite,"Ba(Mn++++,Mn++)8O16"
28.36,100,9.34,35,17.73,27,Guildite,CuFe+++(SO4)2(OH)•4(H2O)
28.35,100,10.47,90,32.88,52,Potassicferrisadanagaite,"(K,Na)Ca2(Fe++,Mg)2(Fe+++,Al)2[Si5Al3O22](OH,F,O)2"
28.35,100,31.46,80,33.23,20,Pingguite,Bi+++6Te++++2O13
28.35,100,28.88,63,17.10,53,Kristiansenite,Ca2ScSn(Si2O7)(Si2O6OH)
28.33,100,30.32,60,25.03,30,Bismutotantalite,"Bi(Ta,Nb)O4"
28.32,100,28.09,100,7.14,90,Natrokomarovite,Na6CaNb6[Si4O12F2•4(H2O)
28.32,100,10.91,100,33.20,80,Wilkinsonite,Na2Fe++4Fe+++2Si6O20
28.31,100,59.90,90,35.02,90,Labuntsovite-Mn,"Na4K4(Ba,K)(Mn,Fe)1+x(Ti,Nb)8[Si4O12]4(O,OH)8•n(H2O), n=10-12"
28.31,100,55.59,20,32.64,18,Koechlinite,Bi2MoO6
28.31,100,47.57,40,36.73,20,Lenaite,AgFeS2
28.31,100,47.12,40,55.66,20,Sakuraiite,"(Cu,Zn,Fe,In,Sn)4S4"
28.31,100,47.04,70,55.66,50,Kesterite,"Cu2(Zn,Fe)SnS4"
28.31,100,40.60,59,50.08,23,Sylvite,KCl
28.31,100,39.31,70,58.72,40,Protojoseite,Bi4TeS2 (?)
28.31,100,34.24,90,23.45,80,Hannebachite,2CaSO3•(H2O)
28.31,100,30.17,70,18.39,40,Rooseveltite,BiAsO4
28.31,100,28.49,80,37.30,80,Strontiomelane,SrMn++++6Mn+++2O16
28.31,100,27.68,60,18.35,60,Cassedanneite,Pb5(VO4)2(CrO4)2•(H2O)
28.31,100,21.82,70,33.56,50,Efremovite,(NH4)2Mg2(SO4)3
28.31,100,18.98,100,26.09,90,Tancoite,HNa2LiAl(PO4)2(OH)
28.31,100,10.36,70,32.75,50,Taramite,Na(CaNa)Fe++3AlFe+++[Si6Al2O22](OH)2
28.31,100,10.36,70,32.78,50,Ferritaramite,"Na(CaNa)(Fe++,Mg)3Fe+++2[Si6Al2O22](OH)2"
28.31,100,35.02,90,59.90,90,Labuntsovite-Mn,"Na4K4(Ba,K)(Mn,Fe)1+x(Ti,Nb)8[Si4O12]4(O,OH)8•n(H2O), n=10-12"
28.31,100,37.30,80,28.49,80,Strontiomelane,SrMn++++6Mn+++2O16
28.31,100,18.35,60,27.68,60,Cassedanneite,Pb5(VO4)2(CrO4)2•(H2O)
28.30,100,7.36,90,17.72,90,Dufrenite,Fe++Fe+++4(PO4)3(OH)5•2(H2O)
28.30,100,30.54,100,19.11,100,Amblygonite,"(Li,Na)Al(PO4)(F,OH)"
28.30,100,32.68,29,32.79,22,Russellite,Bi2WO6
28.30,100,26.39,70,18.87,40,Leifite,"Na2(Si,Al,Be)7(O,OH,F)14"
28.30,100,19.62,60,25.02,55,Linarite,PbCu(SO4)(OH)2
28.30,100,17.72,90,7.36,90,Dufrenite,Fe++Fe+++4(PO4)3(OH)5•2(H2O)
28.29,100,29.79,70,31.29,50,Angelellite,Fe+++4(AsO4)2O3
28.29,100,26.19,80,7.34,80,Natrodufrenite,"Na(Fe+++,Fe++)(Fe+++,Al)5(PO4)4(OH)6•2(H2O)"
28.29,100,10.93,70,29.84,65,Hureaulite,Mn5(PO3OH)2(PO4)2•4(H2O)
28.29,100,7.34,80,26.19,80,Natrodufrenite,"Na(Fe+++,Fe++)(Fe+++,Al)5(PO4)4(OH)6•2(H2O)"
28.28,100,28.67,91,49.99,76,Pittongite,"Na0.22[(W,Fe+++)(O,OH)3•0.44H2O"
28.26,100,29.49,80,27.58,80,Gittinsite,CaZrSi2O7
28.26,100,27.58,80,29.49,80,Gittinsite,CaZrSi2O7
28.25,100,18.38,90,19.16,90,Macquartite,Pb3Cu(CrO4)(SiO3)(OH)4•2(H2O)
28.25,100,30.20,100,50.95,90,Kingstonite,"(Rh,Ir,Pt)3S4"
28.25,100,42.42,80,38.30,70,Tellurantimony,Sb2Te3
28.25,100,33.09,60,17.98,50,Garyansellite,"(Mg,Fe+++)3(PO4)2(OH,O)•1,5(H2O)"
28.25,100,28.96,100,30.20,90,Kingstonite,"(Rh,Ir,Pt)3S4"
28.25,100,26.55,77,30.10,70,Gasparite-(Ce),CeAsO4
28.25,100,25.97,85,25.48,65,Lautarite,Ca(IO3)2
28.25,100,25.49,90,29.79,80,Moctezumite,Pb(UO2)(TeO3)2
28.25,100,19.16,90,18.38,90,Macquartite,Pb3Cu(CrO4)(SiO3)(OH)4•2(H2O)
28.25,100,17.74,70,18.86,50,Kryzhanovskite,MnFe+++2(PO4)2(OH)2•(H2O)
28.24,100,46.94,49,32.72,48,Uraninite,UO2
28.24,100,5.85,90,29.75,70,Wawayandaite,"Ca12Mn4B2Be18Si12O46(OH,Cl)30 [Ortho]"
28.23,100,35.61,81,30.36,67,Cabalzarite,"Ca(Mg,Al,Fe++)2(AsO4)2(H2O,OH)2"
28.23,100,32.54,50,29.93,50,Johntomaite,"Ba(Fe++,Ca,Mn++)2Fe+++2(PO4)3(OH)3"
28.23,100,28.62,90,28.93,80,Grandreefite,Pb2SO4F2
28.23,100,29.93,50,32.54,50,Johntomaite,"Ba(Fe++,Ca,Mn++)2Fe+++2(PO4)3(OH)3"
28.23,100,57.21,100,34.02,80,Cobaltaustinite,CaCo(AsO4)(OH)
28.22,100,35.45,100,27.00,100,Odintsovite,K2Na4Ca3Ti2Be4Si12O38
28.22,100,28.87,100,15.53,60,Ammonioborite,(NH4)2B10O16•5(H2O)
28.22,100,49.79,80,22.96,70,Uranosphaerite,Bi(UO2)O2(OH)
28.22,100,47.07,90,55.84,80,Gruzdevite,Cu6Hg3Sb4S12
28.22,100,46.79,80,55.29,60,Roquesite,CuInS2
28.22,100,41.58,50,39.13,40,Joseite-B,"Bi4(S,Te)3"
28.22,100,38.78,60,41.78,50,Sulphotsumoite,Bi3Te2S
28.22,100,35.74,85,12.60,60,Tsepinite-Ca,"(Ca,K,Na,[ ])2(Ti,Nb)2(Si4O12)(OH,O)2•4(H2O)"
28.22,100,35.60,70,22.49,60,Daqingshanite-(Ce),"(Sr,Ca,Ba)3(Ce,La)(PO4)(CO3)3-x(OH,F)x"
28.22,100,34.60,70,21.50,70,Adelite,CaMg(AsO4)(OH)
28.22,100,32.96,63,48.59,36,Edgarbaileyite,Hg+6Si2O7
28.22,100,32.53,50,29.16,45,Wherryite,Pb7Cu2(SO4)4(SiO4)2(OH)2
28.22,100,31.63,80,34.32,60,Baddeleyite,ZrO2
28.22,100,30.86,95,21.82,85,Berezanskite,KLi3Ti2Si12O30
28.22,100,25.65,70,31.82,50,Axinite-(Mn),Ca2Mn++Al2BO3Si4O12(OH)
28.22,100,24.85,75,26.51,60,Greenockite,CdS
28.22,100,23.52,60,47.30,50,Radhakrishnaite,"PbTe3(Cl,S)2"
28.22,100,20.25,80,9.22,75,Malhmoodite,FeZr(PO4)2•4(H2O)
28.22,100,15.45,70,47.78,60,Sphaerobismoite,Bi2O3
28.22,100,14.58,55,29.36,45,Trippkeite,CuAs+++2O4
28.22,100,14.02,28,12.76,26,Lemmleinite-Ba,"Na2K2Ba1-xTi4(Si4O12)2(O,OH)4•5(H2O)"
28.22,100,7.24,70,51.19,47,Komarovite,"(Ca,Mn)2(Nb,Ti)2Si2O7(O,F)2•3.5(H2O)"
28.22,100,7.12,70,32.86,60,Ehrleite,"Ca2ZnBe(PO4)2(PO3,OH)•4(H2O)"
28.22,100,21.50,70,34.60,70,Adelite,CaMg(AsO4)(OH)
28.21,100,18.14,90,38.82,90,Sphaerobertrandite,Be3SiO4(OH)2
28.21,100,24.41,100,24.82,100,Friedrichite,Pb5Cu5Bi7S18
28.21,100,38.82,90,18.14,90,Sphaerobertrandite,Be3SiO4(OH)2
28.21,100,32.75,80,10.39,70,Arfvedsonite,NaNa2(Fe++4Fe+++)Si8O22(OH)2
28.21,100,26.30,70,36.40,31,Eirikite,KNa6Be2(Si15Al3)O39F2
28.21,100,24.82,100,24.41,100,Friedrichite,Pb5Cu5Bi7S18
28.20,100,26.33,75,21.40,50,Telyushenkoite,"CsNa6[Be2(Si,Al)18O39F2]"
28.20,100,22.82,80,22.43,65,Boggildite,Sr2Na2Al2(PO4)F9
28.19,100,30.02,70,28.90,65,Mongolite,Ca4Nb6Si5O24(OH)10•5(H2O)
28.19,100,29.02,80,26.20,80,Eudidymite,NaBeSi3O7(OH)
28.19,100,26.20,80,29.02,80,Eudidymite,NaBeSi3O7(OH)
28.18,100,34.71,37,36.73,36,Phosphovanadylite,"(Ba,Ca,K,Na)x[(V,Al)4P2(O,OH)16]•12(H2O) x~0.66"
28.18,100,30.44,90,52.75,80,Bismutocolumbite,"Bi(Nb,Ta)O4"
28.18,100,24.48,80,32.27,70,Paxite,CuAs2
28.18,100,21.44,97,46.03,38,Calomel,Hg2Cl2
28.17,100,46.84,80,32.64,70,Winstanleyite,TiTe++++3O8
28.16,100,29.97,60,28.74,53,Perloffite,"Ba(Mn,Fe++)2Fe+++2(PO4)3(OH)3"
28.15,100,46.81,70,55.22,50,Cernyite,Cu2CdSnS4
28.15,100,35.85,90,18.19,90,Sewardite,CaFe+++2(AsO4)2(OH)2
28.15,100,31.73,60,18.66,60,Embreyite,Pb5(CrO4)2(PO4)2•(H2O)
28.15,100,31.11,85,35.98,50,Enstatite,Mg2Si2O6
28.15,100,28.95,90,17.50,60,Carlfriesite,CaTe++++2Te++++++O8
28.15,100,28.84,100,55.33,70,Howardevansite,NaCu++Fe+++2(VO4)3
28.15,100,18.19,90,35.85,90,Sewardite,CaFe+++2(AsO4)2(OH)2
28.15,100,18.66,60,31.73,60,Embreyite,Pb5(CrO4)2(PO4)2•(H2O)
28.14,100,47.25,47,30.20,43,Apuanite,Fe++Fe+++4Sb+++4O12S
28.14,100,34.81,90,37.22,75,Plimerite,ZnFe+++4(PO4)3(OH)5
28.14,100,34.67,58,12.73,56,Labuntsovite-Fe,"Na4K4(Ba,K)2(Fe,Mg,Mn)1+xTi8(Si4O12)4(O,OH)8•10(H2O)"
