2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
29.39,100,52.00,80,16.75,70,Zajacite-(Ce),Na(REExCa1-x)(REEyCa1-y)F6 where (x ne y)
29.39,100,29.60,70,30.87,60,Natron,Na2CO3•10(H2O)
29.39,100,26.64,60,12.24,50,Choloalite,CuPb(Te++++O3)2
29.39,100,29.00,90,24.98,90,Reedmergnerite,NaBSi3O8
29.39,100,24.98,90,29.00,90,Reedmergnerite,NaBSi3O8
29.38,100,29.97,75,35.26,75,Jervisite,"(Na,Ca,Fe++)(Sc,Mg,Fe++)Si2O6"
29.38,100,18.33,91,30.13,91,Rynersonite,"Ca(Ta,Nb)2O6"
29.38,100,35.26,75,29.97,75,Jervisite,"(Na,Ca,Fe++)(Sc,Mg,Fe++)Si2O6"
29.38,100,30.13,91,18.33,91,Rynersonite,"Ca(Ta,Nb)2O6"
29.38,100,15.13,90,24.78,40,Gallobeudantite,"PbGa3[(AsO4),(SO4)]2(OH)6"
29.37,100,34.97,47,34.21,40,Davisite,"Ca(Sc,Ti+++,Mg,Ti++++)AlSiO6"
29.37,100,16.65,80,32.86,60,Fianelite,"Mn++2V+++++(V+++++,As+++++)O7•2(H2O)"
29.36,100,43.92,70,32.90,60,Ericaite,"(Fe++,Mg,Mn)3B7O13Cl"
29.36,100,43.12,80,72.80,70,Babkinite,"Pb2Bi2(S,Se)3"
29.36,100,42.19,80,31.70,80,Grayite,"(Th,Pb,Ca)PO4•(H2O)"
29.36,100,33.38,90,32.99,80,Collinsite,"Ca2(Mg,Fe++)(PO4)2•2(H2O)"
29.36,100,32.90,80,24.16,70,Quenselite,PbMn+++O2(OH)
29.36,100,30.55,83,11.60,78,Mrazekite,Bi+++2Cu++3(PO4)2O2(OH)2•2(H2O)
29.36,100,28.13,100,27.08,70,Sarkinite,Mn++2(AsO4)(OH)
29.36,100,28.11,65,14.32,50,Parabariomicrolite,BaTa4O10(OH)2•2H20
29.36,100,28.04,70,3-,50,Oboyerite,Pb6H6(Te++++O3)3(Te++++++O6)2•2(H2O)
29.36,100,26.59,89,16.37,66,Studenitsite,NaCa2[B9O14(OH)4]•2(H2O)
29.36,100,24.23,100,36.53,75,Peprossiite-(Ce),"(Ce,La)(Al3O)2/3B4O10"
29.36,100,20.69,90,28.13,80,Cornetite,Cu3(PO4)(OH)3
29.36,100,9.20,100,53.55,80,Sampleite,NaCaCu5(PO4)4Cl•5(H2O)
29.36,100,31.70,80,42.19,80,Grayite,"(Th,Pb,Ca)PO4•(H2O)"
29.36,100,49.50,100,58.07,100,Cesstibtantite,"(Cs,Na)SbTa4O12"
29.36,100,31.36,100,44.83,100,Marianoite,"Na2Ca4(Nb,Zr)2(Si2O7)2(O,F)4"
29.36,100,20.35,100,43.92,100,Zemkorite,"(Na,K)2Ca(CO3)2"
29.36,100,48.65,100,57.95,50,Arsenosulvanite,"Cu3(As,V)S4"
29.35,100,25.71,66,28.91,54,Newberyite,Mg(PO3OH)•3(H2O)
29.34,100,32.98,85,27.66,45,Arrojadite,"KNa4CaMn++4Fe++10Al(PO4)12(OH,F)2"
29.33,100,48.40,90,57.64,70,Talnakhite,"Cu9(Fe,Ni)8S16"
29.32,100,48.82,38,33.97,37,Avicennite,Tl2O3
29.32,100,25.65,90,26.83,70,Fransoletite,H2Ca3Be2(PO4)4•4(H2O)
29.32,100,14.53,80,48.82,70,Bariopyrochlore,"(Ba,Sr)(Nb,Ti)2(O,OH)7"
29.31,100,39.62,52,12.95,36,Yttrotungstite-(Ce),"(Ce,Nd,Y)W2O6(OH)3"
29.31,100,27.12,90,17.76,50,Tavorite,LiFe+++(PO4)(OH)
29.31,100,31.95,100,28.84,80,Clinokurchatovite,"Ca(Mg,Fe++,Mn)B2O5"
29.30,100,49.07,90,57.87,70,Luzonite,Cu3AsS4
29.30,100,43.69,90,41.78,90,Nyerereite,Na2Ca(CO3)2
29.30,100,41.78,90,43.69,90,Nyerereite,Na2Ca(CO3)2
29.30,100,41.78,90,35.31,90,Nyerereite,Na2Ca(CO3)2
29.28,100,29.50,43,34.84,43,Johannsenite,CaMnSi2O6
29.28,100,34.84,43,29.50,43,Johannsenite,CaMnSi2O6
29.27,100,31.53,84,10.75,71,Altisite,Na3K6Ti2Al2Si8O26Cl3
29.27,100,23.63,21,60.59,15,Fersmite,"(Ca,Ce,Na)(Nb,Ta,Ti)2(O,OH,F)6"
29.27,100,16.35,92,33.04,89,Melonjosephite,CaFe++Fe+++(PO4)2(OH)
29.26,100,41.70,71,35.22,63,Pasavaite,Pd3Pb2Te2
29.26,100,33.27,71,15.10,29,Arrojadite-(KNa),"KNa4Ca(Fe,Mn,Mg)13Al(PO4)11(PO3OH)(OH,F)2"
29.26,100,57.99,80,48.76,80,Stannomicrolite,"(Sn++,Fe++,Mn++)(Ta,Nb,Sn++++)2(O,OH)7"
29.26,100,55.95,40,33.01,40,Ferripedrizite,NaLi2(Fe+++2Mg2Li)Si8O22(OH)2
29.26,100,48.87,70,33.93,50,Freibergite,"(Ag,Cu,Fe)12(Sb,As)4S13"
29.26,100,48.71,90,57.83,70,Giraudite,"(Cu,Zn,Ag)12(As,Sb)4(Se,S)13"
29.26,100,48.65,50,33.93,40,Germanocolusite,"Cu13V(Ge,As)3S16"
29.26,100,48.54,90,57.68,60,Putoranite,Cu1.1Fe1.2S2
29.26,100,43.47,67,31.14,66,Bobfergusonite,Na2Mn++5Fe+++Al(PO4)6
29.26,100,43.25,90,40.23,90,Kotulskite,"Pd(Te,Bi)"
29.26,100,43.19,80,40.62,80,Paradocrasite,"Sb2(Sb,As)2"
29.26,100,42.19,50,40.04,30,Sylvanite,"(Au,Ag)2Te4"
29.26,100,33.15,60,28.97,40,Argyrodite,Ag8GeS6
29.26,100,32.90,90,27.68,70,Dickinsonite,"KNa4Ca(Mn++,Fe++)14Al(PO4)12(OH)2"
29.26,100,31.94,75,31.47,70,Chursinite,Hg+Hg++(AsO4)
29.26,100,31.17,61,34.91,39,Bearthite,Ca2Al(PO4)2(OH)
29.26,100,30.66,80,31.19,50,Grumiplucite,HgBi2S4
29.26,100,27.68,90,12.64,70,Gutkovaite-Mn,"CaK2Mn(Ti,Nb)4(Si4O12)2(O,OH)4•5(H2O)"
29.26,100,27.59,90,28.49,70,Emplectite,CuBiS2
29.26,100,27.51,60,10.70,55,Anthophyllite,[ ]Mg7Si8O22(OH)2
29.26,100,27.51,90,20.93,80,Bruggenite,Ca(IO3)2•(H2O)
29.26,100,26.14,100,22.21,100,Calciouranoite,"(Ca,Ba,Pb)U2O7•5(H2O)"
29.26,100,25.96,100,32.05,70,Weilite,CaHAsO4
29.26,100,24.43,80,44.60,60,Garrelsite-V,Ba3NaSi2B7O16(OH)4
29.26,100,20.83,100,13.40,90,Armstrongite,CaZrSi6O15•3(H2O)
29.26,100,19.80,90,38.61,50,Hydrophilite,CaCl2
29.26,100,10.69,90,33.32,30,Ferroglaucophane,[ ]Na2(Fe++3Al2)Si8O22(OH)2
29.26,100,30.17,100,22.55,100,Catapleiite,"(Na,Ca,[ ])2ZrSi3O9•2(H2O)"
29.26,100,48.76,80,57.99,80,Stannomicrolite,"(Sn++,Fe++,Mn++)(Ta,Nb,Sn++++)2(O,OH)7"
29.26,100,33.01,40,55.95,40,Ferripedrizite,NaLi2(Fe+++2Mg2Li)Si8O22(OH)2
29.26,100,40.23,90,43.25,90,Kotulskite,"Pd(Te,Bi)"
29.26,100,40.62,80,43.19,80,Paradocrasite,"Sb2(Sb,As)2"
29.26,100,22.21,100,26.14,100,Calciouranoite,"(Ca,Ba,Pb)U2O7•5(H2O)"
29.26,100,31.19,80,23.02,50,Grumiplucite,HgBi2S4
29.24,100,21.16,100,29.06,100,Anthoinite,AlWO3(OH)3
29.24,100,50.17,40,40.25,35,Graulichite-(Ce),CeFe+++3(AsO4)2(OH)6
29.24,100,29.06,100,21.16,100,Anthoinite,AlWO3(OH)3
29.24,100,24.46,40,50.17,35,Graulichite-(Ce),CeFe+++3(AsO4)2(OH)6
29.23,100,48.68,90,57.75,30,Calvertite,Cu5Ge0.5S4
29.23,100,33.32,20,24.98,15,Mosandrite,"Na(Na,Ca)2(Ca,Ce,Y)4(Ti,Nb,Zr)(Si2O7)2(O,F)2F3"
29.23,100,16.87,80,30.23,70,Hanawaltite,"Hg+6Hg++[Cl,(OH)]2O3"
29.22,100,59.18,32,47.86,32,Paraniite-(Y),Ca2Y(AsO4)(WO4)2
29.22,100,57.83,70,48.68,70,Cesplumtantite,"(Cs,Na,Ca)2(Pb,Sb+++,Sn)3Ta8O24"
29.22,100,51.75,80,31.45,80,Girdite,Pb3H2(Te++++O3)(Te++++++O6)
29.22,100,48.65,70,57.75,40,Germanite,Cu26Fe4Ge4S32
29.22,100,47.86,32,59.18,32,Paraniite-(Y),Ca2Y(AsO4)(WO4)2
29.22,100,48.68,70,57.83,70,Cesplumtantite,"(Cs,Na,Ca)2(Pb,Sb+++,Sn)3Ta8O24"
29.22,100,31.45,80,51.75,80,Girdite,Pb3H2(Te++++O3)(Te++++++O6)
29.21,100,28.57,80,27.10,60,Andremeyerite,"BaFe(Fe++,Mn,Mg)Si2O7"
29.21,100,25.51,90,14.11,80,Xanthoxenite,Ca4Fe+++2(PO4)4(OH)2•3(H2O)
29.20,100,33.16,60,32.54,54,Sodic-ferripedrizite,"Na(LiNa)(Fe+++2Mg2Li)Si8O22(OH,F)2"
29.20,100,28.74,70,27.11,70,Bertossaite,Li2CaAl4(PO4)4(OH)4
29.20,100,15.21,90,18.95,85,Yugawaralite,CaAl2Si6O16•4(H2O)
29.20,100,13.49,77,12.80,55,Blatonite,UO2CO3•(H2O)
29.20,100,27.11,70,28.74,70,Bertossaite,Li2CaAl4(PO4)4(OH)4
29.19,100,44.81,68,54.58,60,IMA2008-024,"(Ca,Na,REE,[ ])7(Nb,Ti)[Si2O7]2OF3"
29.18,100,40.41,80,33.94,75,Norbergite,"Mg3(SiO4)(F,OH)2"
29.18,100,33.70,70,29.43,60,Samuelsonite,"(Ca,Ba)Ca8(Fe++,Mn)4Al2(PO4)10(OH)2"
29.18,100,31.76,62,60.99,55,Fersmanite,"Ca4(Na,Ca)4(Ti,Nb)4(Si2O7)2O8F3"
29.18,100,46.16,100,27.51,100,Fergusonite-beta-(Ce),"(Ce,La,Nd)NbO4"
29.17,100,48.48,70,57.48,50,Isocubanite,CuFe2S3
29.16,100,49.10,70,30.70,70,Cervantite,Sb+++Sb+++++O4
29.16,100,48.68,80,57.75,40,Argentotennantite,"(Ag,Cu)10(Zn,Fe)2(As,Sb)4S13"
29.16,100,48.65,50,48.10,50,Briartite,"Cu2(Zn,Fe)GeS4"
29.16,100,48.65,80,57.75,60,Renierite,"(Cu,Zn)11(Ge,As)2Fe4S16"
29.16,100,42.72,50,26.59,40,Saddlebackite,Pb2Bi2Te2S3
29.16,100,42.40,30,30.27,30,Alforsite,Ba5(PO4)3Cl
29.16,100,41.68,70,25.14,30,Clausthalite,PbSe
29.16,100,40.23,40,24.78,40,Nevskite,"Bi(Se,S)"
29.16,100,34.36,90,16.28,80,Canaphite,CaNa2P2O7•4(H2O)
29.16,100,31.47,90,19.28,30,Lengenbachite,"Pb6(Ag,Cu)2As4S13"
29.16,100,31.36,75,27.33,70,Brabantite,CaTh(PO4)2
29.16,100,29.76,90,32.65,75,Rengeite,Sr4ZrTi4Si4O22
29.16,100,29.65,95,30.17,65,Clinomimetite,Pb5(AsO4)3Cl
29.16,100,29.65,95,30.17,65,Mimetite,Pb5(AsO4)3Cl
29.16,100,28.87,100,24.71,100,Ziesite,Cu2V+++++2O7
29.16,100,28.40,21,30.18,20,Senekevichite,CsKNaCa2TiO[Si7O18(OH)]
29.16,100,26.83,100,32.78,60,Tungstibite,Sb2O3•WO3
29.16,100,25.21,90,26.35,80,Ganomalite,Pb9Ca5Mn++Si9O33
29.16,100,24.50,74,27.77,54,Paderaite,"Cu7((Cu,Ag)0.33Pb1.33Bi11.33)13S22"
29.16,100,23.97,65,27.16,55,Allactite,Mn7(AsO4)2(OH)8
29.16,100,20.74,74,19.89,65,Bernardite,"Tl(As,Sb)5S8"
29.16,100,19.20,90,36.19,40,Pottsite,PbBiH(VO4)2•2(H2O)
29.16,100,18.20,60,25.35,55,Rowlandite-(Y),Y4Fe++Si4O14F2 (?)
29.16,100,17.80,100,43.69,90,Ursilite,"(Mg,Ca)4[(UO2)4(OH)5/(Si2O5)5.5]•13(H2O)"
29.16,100,14.80,50,24.16,30,Argentojarosite,AgFe+++3(SO4)2(OH)6
29.16,100,14.37,90,20.51,80,Mccrillisite,"NaCs(Be,Li)Zr2(PO4)4•1-2(H2O)"
29.16,100,10.69,80,27.25,70,Gedrite,[ ]Mg5Al2Si6Al2O22(OH)2
29.16,100,30.70,70,49.10,70,Cervantite,Sb+++Sb+++++O4
29.16,100,48.10,50,48.65,50,Briartite,"Cu2(Zn,Fe)GeS4"
29.16,100,30.27,30,42.40,30,Alforsite,Ba5(PO4)3Cl
29.16,100,24.78,40,40.23,40,Nevskite,"Bi(Se,S)"
29.16,100,24.71,100,28.87,100,Ziesite,Cu2V+++++2O7
29.16,100,31.59,100,33.15,100,Saneroite,"Na2(Mn++,Fe+++)10Si11V+++++O34(OH)4"
29.16,100,32.65,90,31.25,75,Rengeite,Sr4ZrTi4Si4O22
29.16,100,36.19,90,27.77,40,Pottsite,PbBiH(VO4)2•2(H2O)
29.16,100,43.69,100,39.13,90,Ursilite,"(Mg,Ca)4[(UO2)4(OH)5/(Si2O5)5.5]•13(H2O)"
29.15,100,34.67,70,31.46,60,Goedkenite,"(Sr,Ca)2Al(PO4)2(OH)"
29.14,100,34.67,90,25.86,60,Trabzonite,Ca4Si3O10•2(H2O)
29.14,100,30.35,35,27.34,30,Cuspidine,"Ca4Si2O7(F,OH)2"
29.14,100,29.11,100,32.78,89,Dickinsonite-(KMnNa),"KNaMnNa3Ca(Mn,Fe,Mg)13Al(PO4)11(PO4)(OH,F)2"
29.14,100,32.78,100,32.78,89,Dickinsonite-(KMnNa),"KNaMnNa3Ca(Mn,Fe,Mg)13Al(PO4)11(PO4)(OH,F)2"
29.12,100,19.05,80,26.60,80,Rajite,CuTe++++2O5
29.12,100,48.48,70,57.13,60,Gallite,CuGaS2
29.12,100,26.60,80,19.05,80,Rajite,CuTe++++2O5
29.11,100,29.14,100,32.78,89,Dickinsonite-(KMnNa),"KNaMnNa3Ca(Mn,Fe,Mg)13Al(PO4)11(PO4)(OH,F)2"
29.11,100,31.28,90,21.33,80,Monazite-(Sm),SmPO4
29.11,100,28.34,76,35.19,29,Ameghinite,NaB3O3(OH)4
29.10,100,46.97,55,35.22,12,Tetrarooseveltite,BiAsO4
29.10,100,40.19,70,24.83,50,Nordstromite,Pb3CuBi7(S10Se4)
29.10,100,14.92,95,49.81,70,Plumbojarosite,PbFe+++6(SO4)4(OH)12
29.09,100,44.83,80,47.57,78,IMA2008-039,(NH4)3PbCl5
29.09,100,30.31,31,32.61,28,Massicot,PbO
29.09,100,47.57,80,33.03,78,IMA2008-039,(NH4)3PbCl5
29.08,100,24.55,92,22.23,65,Manganonaujakasite,"Na6(Mn,Fe++ )Al4Si8O26"
29.08,100,12.03,90,8.59,80,Goldichite,KFe+++(SO4)2•4(H2O)
29.07,100,20.88,75,22.12,70,Nepheline,"(Na,K)AlSiO4"
29.06,100,76.81,90,47.57,80,Cuprotungstite,Cu++3(WO4)2(OH)2
29.06,100,49.41,70,32.53,50,Hauerite,MnS2
29.06,100,48.37,80,48.10,60,Haycockite,Cu4Fe5S8
29.06,100,48.10,80,57.56,60,Mooihoekite,Cu9Fe9S16
29.06,100,43.47,60,32.65,60,Chambersite,Mn3B7O13Cl
29.06,100,41.78,30,41.38,30,Stistaite,SnSb
29.06,100,36.19,90,22.61,40,Chalcothallite,"(Cu,Fe)6Tl2SbS4"
29.06,100,32.78,60,27.42,40,Cuprobismutite,Cu10Bi12S23
29.06,100,31.25,90,27.33,90,Cheralite-(Ce),"(Ce,Ca,Th)(P,Si)O4"
29.06,100,28.77,100,31.25,80,Thoreaulite,Sn++Ta2O6
29.06,100,27.33,84,25.73,84,Lithosite,K6Al4Si8O25•(H2O)
29.06,100,26.91,100,24.78,100,Polylithionite,"KLi2AlSi4O10(F,OH)2"
29.06,100,14.85,90,24.23,60,Kintoreite,"PbFe+++3(PO4)2(OH,H2O)6"
29.06,100,14.37,85,27.77,75,Kalipyrochlore,"(H2O,Sr)(Nb,Ti)(O,OH)6•(H2O,K)"
29.06,100,32.65,60,43.47,60,Chambersite,Mn3B7O13Cl
29.06,100,41.38,30,41.78,30,Stistaite,SnSb
29.06,100,27.33,90,31.25,90,Cheralite-(Ce),"(Ce,Ca,Th)(P,Si)O4"
29.06,100,25.73,84,27.33,84,Lithosite,K6Al4Si8O25•(H2O)
29.06,100,24.78,100,26.91,100,Polylithionite,"KLi2AlSi4O10(F,OH)2"
29.06,100,29.86,100,31.80,100,Jeppeite,"(K,Ba)2(Ti,Fe+++)6O13"
29.06,100,70.72,100,48.27,80,Maikainite,"Cu20(Fe,Cu)6Mo2Ge6S32"
29.06,100,39.86,100,42.82,90,Sobolevskite,PdBi
29.06,100,32.29,100,27.77,80,Talmessite,Ca2Mg(AsO4)2•2(H2O)
29.06,100,29.24,100,21.16,100,Anthoinite,AlWO3(OH)3
29.05,100,22.61,70,35.05,40,Panunzite,"(K,Na)AlSiO4"
29.05,100,18.87,72,27.17,69,Helmutwinklerite,PbZn2(AsO4)2•2(H2O)
29.04,100,40.11,100,42.78,80,Laitakarite,"Bi4(Se,S)3"
29.03,100,16.32,63,28.39,39,Dovyrenite,Ca6Zr[Si2O7]2(OH)4
29.03,100,28.60,60,36.43,50,IMA2009-016,Cu4H(AsO4)2(OH)3•H2O
29.03,100,15.00,90,46.01,50,Springcreekite,"BaV+++3(PO4)2(OH,H2O)6"
29.02,100,43.25,80,39.73,70,Skippenite,"Bi2Se2(Te,S)"
29.02,100,27.93,100,33.08,40,Gabrielsonite,PbFe++(AsO4)(OH)
29.01,100,48.37,80,57.56,60,Colusite,"Cu12-13V(As,Sb,Sn,Ge)3S16"
29.01,100,29.56,80,31.44,50,Dervillite,Ag2AsS2
29.00,100,29.26,95,35.05,45,Trikalsilite,"(K,Na)AlSiO4"
29.00,100,26.43,80,30.27,67,Rebulite,Tl5Sb5As8S22
29.00,100,30.27,80,41.26,67,Rebulite,Tl5Sb5As8S22
28.99,100,30.22,50,44.58,50,Nacareniobsite-(Ce),"NbNa3Ca3(Ce,La)(Si2O7)2OF3"
28.99,100,39.58,60,24.77,60,Vergasovaite,"Cu3O[(Mo,S)O4][SO4]"
28.99,100,39.58,60,35.89,60,Vergasovaite,"Cu3O[(Mo,S)O4][SO4]"
28.99,100,31.77,100,24.50,90,Gillulyite,"Tl2(As,Sb)8S13"
28.99,100,44.58,50,30.22,50,Nacareniobsite-(Ce),"NbNa3Ca3(Ce,La)(Si2O7)2OF3"
28.99,100,37.44,40,28.58,30,Attakolite,"(Ca,Sr)Mn++(Al,Fe+++)4[(Si,P)O4]H(PO4)3(OH)4"
28.99,100,26.99,45,33.19,25,Fresnoite,Ba2TiSi2O8
28.99,100,24.77,60,39.58,60,Vergasovaite,"Cu3O[(Mo,S)O4][SO4]"
28.99,100,29.88,75,30.17,40,Tarapacaite,K2CrO4
28.99,100,7.18,35,14.37,25,Delhayelite,"(Na,K)10Ca5Al6Si32O80(Cl2,F2,SO4)3•18(H2O)"
28.99,100,37.55,100,23.39,90,Rohaite,TlCu5SbS2
28.97,100,35.16,100,25.58,90,Prehnite,Ca2Al2Si3O10(OH)2
28.97,100,30.73,80,55.99,80,Canasite,"(Na,K)6Ca5Si12O30(OH,F)4"
28.97,100,40.23,50,42.82,50,Joseite,"Bi4(S,Te)3"
28.97,100,9.61,90,32.17,90,Hydroglauberite,Na4Ca(SO4)3•2(H2O)
28.97,100,23.02,80,25.06,80,Allochalcoselite,Cu+Cu++5PbO2(SeO3)2Cl5
28.97,100,21.14,100,24.85,100,Dalyite,K2ZrSi6O15
28.97,100,45.79,100,48.05,100,Hypercinnabar,HgS
28.97,100,25.88,90,30.38,80,Kalborsite,K6Al4Si6BO20(OH)4Cl
28.97,100,33.93,70,20.83,60,Megacyclite,Na8KSi9O18(OH)9•19(H2O)
28.97,100,36.15,100,27.68,80,Blossite,Cu2V+++++2O7
28.97,100,22.04,80,21.34,60,Douglasite,K2Fe++Cl4•2(H2O)
28.97,100,55.99,80,30.73,80,Canasite,"(Na,K)6Ca5Si12O30(OH,F)4"
28.97,100,48.18,70,57.09,50,Ovamboite,"Cu20(Fe,Cu,Zn)6W2Ge6S32"
28.97,100,48.16,80,28.22,70,Polhemusite,"(Zn,Hg)S"
28.97,100,42.82,50,40.23,50,Joseite,"Bi4(S,Te)3"
28.97,100,41.99,90,31.94,60,Polkovicite,"(Fe,Pb)3(Ge,Fe)1-xS4"
28.97,100,41.99,90,31.94,60,Morozeviczite,"(Pb,Fe)3Ge1-xS4"
28.97,100,34.74,90,30.92,60,Stephanite,Ag5SbS4
28.97,100,32.17,90,9.61,90,Hydroglauberite,Na4Ca(SO4)3•2(H2O)
28.97,100,32.05,90,25.88,80,Kalborsite,K6Al4Si6BO20(OH)4Cl
28.97,100,31.70,90,45.07,60,Tornebohmite-(Ce),"(Ce,La,Nd)2Al(SiO4)2(OH)"
28.97,100,30.40,70,33.93,60,Megacyclite,Na8KSi9O18(OH)9•19(H2O)
28.97,100,28.68,60,39.28,50,Jarosite,KFe+++3(SO4)2(OH)6
28.97,100,27.86,90,31.47,60,Orickite,CuFeS2•(H2O)
28.97,100,27.33,100,36.15,80,Blossite,Cu2V+++++2O7
28.97,100,27.16,60,31.41,50,Monazite-(Nd),"(Nd,Ce,La)(P,Si)O4"
28.97,100,25.06,80,23.02,80,Allochalcoselite,Cu+Cu++5PbO2(SeO3)2Cl5
28.97,100,24.85,100,21.14,100,Dalyite,K2ZrSi6O15
28.97,100,24.23,80,22.04,60,Douglasite,K2Fe++Cl4•2(H2O)
28.97,100,22.66,40,35.36,30,Benstonite,"(Ba,Sr)6(Ca,Mn)6Mg(CO3)13"
28.97,100,14.78,80,24.23,70,Beudantite,PbFe+++3(AsO4)(SO4)(OH)6
28.96,100,10.68,81,27.33,74,Paulingite-K,"(K2,Ca,Na2,Ba)5Al10Si35O90•45(H2O)"
28.96,100,10.68,81,27.33,74,Paulingite-Ca,"(Ca,K,Na,Ba)5[Al10Si35O84]•34(H2O)"
28.96,100,28.25,100,30.20,90,Kingstonite,"(Rh,Ir,Pt)3S4"
28.93,100,27.24,31,28.45,27,Percleveite-(Ce),"(Ce,La,Nd)2Si2O7"
28.92,100,31.61,50,33.19,40,Xonotlite,Ca6Si6O17(OH)2
28.90,100,15.81,60,26.70,53,Kostylevite,K2ZrSi3O9•(H2O)
28.89,100,47.97,90,57.01,70,Vinciennite,"Cu10Fe4Sn(As,Sb)S16"
28.89,100,26.19,70,45.52,40,Wolsendorfite,"(Pb,Ba,Ca)U2O7•2(H2O)"
28.88,100,45.52,70,33.08,70,Sabatierite,Cu4TlSe3
28.88,100,20.35,64,28.50,60,Palermoite,"(Sr,Ca)(Li,Na)2Al4(PO4)4(OH)4"
28.88,100,33.08,70,45.52,70,Sabatierite,Cu4TlSe3
28.87,100,73.79,67,54.72,67,Metacalciouranoite,"(Ca,Na,Ba)U2O7•2(H2O)"
28.87,100,10.03,70,33.39,70,Bjarebyite,"(Ba,Sr)(Mn++,Fe++,Mg)2Al2(PO4)3(OH)3"
28.87,100,29.36,70,32.17,70,Mendipite,Pb3Cl2O2
28.87,100,19.28,70,31.70,70,Tornebohmite-(La),"(La,Ce)2Al(SiO4)2(OH)"
28.87,100,12.80,100,27.95,100,Parakuzmenkoite-Fe,"(K,Ba)2Fe(Ti,Nb)4(Si4O12)2(O,OH)4•7(H2O)"
28.87,100,31.82,100,49.79,100,Plombierite,Ca5H2Si6O18•6H2O
28.87,100,45.79,70,55.04,60,Bauranoite,BaU2O7•4-5(H2O)
28.87,100,44.14,100,25.65,100,Sulfoborite,"Mg3B2(SO4)(OH)8(OH,F)2"
28.87,100,31.14,100,21.14,70,Steenstrupine-(Ce),"Na14Ce6Mn++Mn+++Fe++2(Zr,Th)(Si6O18)2(PO4)7•3(H2O)"
28.87,100,29.86,100,26.19,100,Epididymite,NaBeSi3O7(OH)
28.87,100,29.16,100,24.71,100,Ziesite,Cu2V+++++2O7
28.87,100,56.67,23,43.52,20,Grattarolaite,Fe+++3O3(PO4)
28.87,100,54.72,67,73.79,67,Metacalciouranoite,"(Ca,Na,Ba)U2O7•2(H2O)"
28.87,100,47.99,80,56.90,60,Nekrasovite,"Cu+26V2(Sn,As,Sb)6S32"
28.87,100,47.97,80,56.86,60,Mawsonite,Cu+6Fe+++2Sn++++S8
28.87,100,42.61,60,40.04,40,Aleksite,PbBi2Te2S2 (?)
28.87,100,40.80,50,38.61,30,Volynskite,AgBiTe2
28.87,100,34.56,30,42.38,25,Kaliophilite,KAlSiO4
28.87,100,34.30,70,76.81,60,Megakalsilite,KAlSiO4
28.87,100,33.39,70,10.03,70,Bjarebyite,"(Ba,Sr)(Mn++,Fe++,Mg)2Al2(PO4)3(OH)3"
28.87,100,32.17,70,29.36,70,Mendipite,Pb3Cl2O2
28.87,100,31.70,70,19.28,70,Tornebohmite-(La),"(La,Ce)2Al(SiO4)2(OH)"
28.87,100,30.92,90,20.98,75,Huttonite,ThSiO4
28.87,100,28.22,100,15.53,60,Ammonioborite,(NH4)2B10O16•5(H2O)
28.87,100,27.95,100,12.80,100,Parakuzmenkoite-Fe,"(K,Ba)2Fe(Ti,Nb)4(Si4O12)2(O,OH)4•7(H2O)"
28.87,100,26.11,70,45.79,60,Bauranoite,BaU2O7•4-5(H2O)
28.87,100,20.54,100,33.03,90,Pharmacolite,CaHAsO4•2(H2O)
28.87,100,20.16,74,13.42,66,Krausite,KFe+++(SO4)2•(H2O)
28.87,100,19.71,46,39.95,38,Baksanite,Bi6Te2S3
28.87,100,14.32,90,27.50,40,Radovanite,Cu2Fe+++(AsO4)[As+++O2(OH)2]•H2O
28.87,100,10.74,100,27.68,80,Marthozite,Cu[(UO2)3(SeO3)2O2]•8(H2O)
28.86,100,48.43,80,28.08,60,Fettelite,[Ag6As2S7][Ag10HgAs2S8]
28.85,100,26.96,93,12.99,67,Coquandite,Sb6O8(SO4)•(H2O)
28.85,100,14.84,50,24.18,40,Segnitite,PbFe+++3H(AsO4)2(OH)6
28.84,100,28.90,69,28.04,55,Uricite,C5H4N4O3
28.84,100,28.15,100,55.33,70,Howardevansite,NaCu++Fe+++2(VO4)3
28.84,100,30.42,100,10.18,100,Barringtonite,MgCO3•2(H2O)
28.83,100,30.64,80,33.81,70,Penikisite,BaMg2Al2(PO4)3(OH)3
28.82,100,28.95,95,28.59,30,Clinobisvanite,BiVO4
28.81,100,51.35,90,38.54,70,Orebroite-VIII,"Mn++3(Sb+++++,Fe+++)SiO4(O,OH)3"
28.81,100,51.35,90,38.54,70,Orebroite-III,"Mn++6(Fe+++,Sb+++++)2Si2(O,OH)14"
28.81,100,28.18,50,22.46,50,Georgiadesite,Pb4(AsO3)Cl4(OH)
28.81,100,22.46,50,28.18,50,Georgiadesite,Pb4(AsO3)Cl4(OH)
28.80,100,9.52,70,19.07,70,Juabite,"(Ca,Fe++)Cu10(Te++++O3)4(As+++++O4)4(OH)2•4(H2O)"
28.80,100,19.07,70,9.52,70,Juabite,"(Ca,Fe++)Cu10(Te++++O3)4(As+++++O4)4(OH)2•4(H2O)"
28.79,100,25.94,50,32.29,15,Coesite,SiO2
