Created as New Dataset,Sample 035 By whitece Date Monday, June 29 2020
cm-1,%T
895.50,56.29
895.00,56.37
894.50,56.46
894.00,56.56
893.50,56.68
893.00,56.78
892.50,56.87
892.00,56.95
891.50,57.04
891.00,57.15
890.50,57.26
890.00,57.37
889.50,57.47
889.00,57.57
888.50,57.67
888.00,57.78
887.50,57.90
887.00,58.01
886.50,58.11
886.00,58.21
885.50,58.29
885.00,58.38
884.50,58.49
884.00,58.62
883.50,58.75
883.00,58.89
882.50,59.03
882.00,59.16
881.50,59.29
881.00,59.42
880.50,59.56
880.00,59.71
879.50,59.86
879.00,60.00
878.50,60.14
878.00,60.27
877.50,60.40
877.00,60.53
876.50,60.68
876.00,60.83
875.50,60.98
875.00,61.11
874.50,61.24
874.00,61.38
873.50,61.51
873.00,61.64
872.50,61.77
872.00,61.90
871.50,62.05
871.00,62.20
870.50,62.35
870.00,62.49
869.50,62.64
869.00,62.78
868.50,62.92
868.00,63.07
867.50,63.20
867.00,63.33
866.50,63.46
866.00,63.58
865.50,63.72
865.00,63.85
864.50,63.98
864.00,64.11
863.50,64.23
863.00,64.35
862.50,64.48
862.00,64.60
861.50,64.71
861.00,64.82
860.50,64.93
860.00,65.05
859.50,65.18
859.00,65.30
858.50,65.41
858.00,65.51
857.50,65.61
857.00,65.71
856.50,65.82
856.00,65.93
855.50,66.03
855.00,66.13
854.50,66.24
854.00,66.34
853.50,66.44
853.00,66.54
852.50,66.63
852.00,66.72
851.50,66.80
851.00,66.88
850.50,66.97
850.00,67.05
849.50,67.12
849.00,67.17
848.50,67.21
848.00,67.26
847.50,67.32
847.00,67.41
846.50,67.49
846.00,67.55
845.50,67.59
845.00,67.60
844.50,67.61
844.00,67.64
843.50,67.67
843.00,67.70
842.50,67.72
842.00,67.72
841.50,67.71
841.00,67.71
840.50,67.72
840.00,67.73
839.50,67.74
839.00,67.73
838.50,67.69
838.00,67.65
837.50,67.61
837.00,67.58
836.50,67.54
836.00,67.49
835.50,67.44
835.00,67.37
834.50,67.31
834.00,67.25
833.50,67.20
833.00,67.14
832.50,67.06
832.00,66.96
831.50,66.85
831.00,66.73
830.50,66.62
830.00,66.52
829.50,66.43
829.00,66.34
828.50,66.25
828.00,66.17
827.50,66.07
827.00,65.95
826.50,65.83
826.00,65.71
825.50,65.61
825.00,65.50
824.50,65.38
824.00,65.24
823.50,65.10
823.00,64.97
822.50,64.84
822.00,64.71
821.50,64.58
821.00,64.45
820.50,64.32
820.00,64.19
819.50,64.06
819.00,63.92
818.50,63.80
818.00,63.69
817.50,63.58
817.00,63.47
816.50,63.35
816.00,63.21
815.50,63.07
815.00,62.93
814.50,62.79
814.00,62.67
813.50,62.56
813.00,62.45
812.50,62.34
812.00,62.22
811.50,62.09
811.00,61.93
810.50,61.73
810.00,61.53
809.50,61.37
809.00,61.26
808.50,61.20
808.00,61.16
807.50,61.10
807.00,61.03
806.50,60.93
806.00,60.81
805.50,60.68
805.00,60.56
804.50,60.48
804.00,60.41
803.50,60.34
803.00,60.27
802.50,60.17
802.00,60.07
801.50,59.97
801.00,59.88
800.50,59.81
800.00,59.75
799.50,59.70
799.00,59.64
798.50,59.58
798.00,59.50
797.50,59.42
797.00,59.35
796.50,59.29
796.00,59.24
795.50,59.19
795.00,59.13
794.50,59.09
794.00,59.06
793.50,59.03
793.00,59.00
792.50,58.98
792.00,58.96
791.50,58.94
791.00,58.93
790.50,58.92
790.00,58.92
789.50,58.91
789.00,58.91
788.50,58.92
788.00,58.94
787.50,58.98
787.00,59.01
786.50,59.04
786.00,59.06
785.50,59.08
785.00,59.10
784.50,59.14
784.00,59.20
783.50,59.28
783.00,59.37
782.50,59.46
782.00,59.55
781.50,59.64
781.00,59.75
780.50,59.86
780.00,59.97
779.50,60.06
779.00,60.14
778.50,60.23
778.00,60.34
777.50,60.48
777.00,60.63
776.50,60.76
776.00,60.89
775.50,61.01
775.00,61.15
774.50,61.30
774.00,61.44
773.50,61.59
773.00,61.72
772.50,61.85
772.00,61.97
771.50,62.10
771.00,62.21
770.50,62.32
770.00,62.41
769.50,62.48
769.00,62.55
768.50,62.62
768.00,62.69
767.50,62.76
767.00,62.82
766.50,62.87
766.00,62.91
765.50,62.94
765.00,62.98
764.50,63.02
764.00,63.06
763.50,63.09
763.00,63.12
762.50,63.14
762.00,63.16
761.50,63.18
761.00,63.19
760.50,63.20
760.00,63.21
759.50,63.23
759.00,63.24
758.50,63.24
758.00,63.23
757.50,63.22
757.00,63.22
756.50,63.24
756.00,63.26
755.50,63.28
755.00,63.28
754.50,63.28
754.00,63.26
753.50,63.23
753.00,63.21
752.50,63.20
752.00,63.21
751.50,63.20
751.00,63.17
750.50,63.13
750.00,63.09
749.50,63.06
749.00,63.06
748.50,63.06
748.00,63.08
747.50,63.09
747.00,63.10
746.50,63.10
746.00,63.10
745.50,63.08
745.00,63.07
744.50,63.05
744.00,63.05
743.50,63.05
743.00,63.04
742.50,63.02
742.00,62.98
741.50,62.95
741.00,62.91
740.50,62.89
740.00,62.87
739.50,62.85
739.00,62.83
738.50,62.80
738.00,62.78
737.50,62.77
737.00,62.76
736.50,62.75
736.00,62.73
735.50,62.70
735.00,62.66
734.50,62.61
734.00,62.55
733.50,62.52
733.00,62.52
732.50,62.52
732.00,62.52
731.50,62.52
731.00,62.51
730.50,62.49
730.00,62.45
729.50,62.39
729.00,62.33
728.50,62.30
728.00,62.29
727.50,62.30
727.00,62.31
726.50,62.29
726.00,62.25
725.50,62.20
725.00,62.17
724.50,62.15
724.00,62.13
723.50,62.10
723.00,62.06
722.50,62.02
722.00,61.98
721.50,61.96
721.00,61.94
720.50,61.93
720.00,61.92
719.50,61.90
719.00,61.85
718.50,61.80
718.00,61.76
717.50,61.75
717.00,61.75
716.50,61.74
716.00,61.72
715.50,61.68
715.00,61.64
714.50,61.60
714.00,61.57
713.50,61.53
713.00,61.51
712.50,61.50
712.00,61.48
711.50,61.47
711.00,61.45
710.50,61.44
710.00,61.43
709.50,61.41
709.00,61.38
708.50,61.35
708.00,61.34
707.50,61.34
707.00,61.34
706.50,61.33
706.00,61.29
705.50,61.25
705.00,61.21
704.50,61.18
704.00,61.16
703.50,61.14
703.00,61.12
702.50,61.10
702.00,61.07
701.50,61.05
701.00,61.04
700.50,61.05
700.00,61.05
699.50,61.04
699.00,61.02
698.50,61.00
698.00,60.98
697.50,60.97
697.00,60.97
696.50,60.95
696.00,60.93
695.50,60.90
695.00,60.88
694.50,60.88
694.00,60.89
693.50,60.90
693.00,60.89
692.50,60.87
692.00,60.82
691.50,60.78
691.00,60.74
690.50,60.73
690.00,60.73
689.50,60.72
689.00,60.71
688.50,60.69
688.00,60.69
687.50,60.71
687.00,60.73
686.50,60.74
686.00,60.72
685.50,60.69
685.00,60.66
684.50,60.64
684.00,60.62
683.50,60.61
683.00,60.60
682.50,60.60
682.00,60.60
681.50,60.58
681.00,60.56
680.50,60.53
680.00,60.50
679.50,60.48
679.00,60.47
678.50,60.48
678.00,60.49
677.50,60.49
677.00,60.47
676.50,60.46
676.00,60.44
675.50,60.41
675.00,60.39
674.50,60.36
674.00,60.34
673.50,60.32
673.00,60.31
672.50,60.29
672.00,60.26
671.50,60.21
671.00,60.18
670.50,60.18
670.00,60.22
669.50,60.27
669.00,60.30
668.50,60.32
668.00,60.33
667.50,60.34
667.00,60.36
666.50,60.39
666.00,60.41
665.50,60.41
665.00,60.41
664.50,60.40
664.00,60.40
663.50,60.39
663.00,60.39
662.50,60.39
662.00,60.42
661.50,60.46
661.00,60.50
660.50,60.52
660.00,60.56
659.50,60.61
659.00,60.63
658.50,60.61
658.00,60.57
657.50,60.55
657.00,60.55
656.50,60.54
656.00,60.52
655.50,60.51
655.00,60.52
654.50,60.54
654.00,60.54
653.50,60.49
653.00,60.42
652.50,60.36
652.00,60.30
651.50,60.28
651.00,60.28
650.50,60.31
650.00,60.35
649.50,60.37
649.00,60.37
648.50,60.33
648.00,60.27
647.50,60.21
647.00,60.16
646.50,60.13
646.00,60.14
645.50,60.16
645.00,60.17
644.50,60.14
644.00,60.07
643.50,59.99
643.00,59.95
642.50,59.95
642.00,59.96
641.50,59.93
641.00,59.86
640.50,59.80
640.00,59.74
639.50,59.66
639.00,59.55
638.50,59.42
638.00,59.33
637.50,59.30
637.00,59.29
636.50,59.28
636.00,59.25
635.50,59.18
635.00,59.10
634.50,59.04
634.00,58.99
633.50,58.93
633.00,58.84
632.50,58.74
632.00,58.64
631.50,58.53
631.00,58.43
630.50,58.34
630.00,58.29
629.50,58.25
629.00,58.20
628.50,58.14
628.00,58.06
627.50,57.93
627.00,57.78
626.50,57.66
626.00,57.62
625.50,57.61
625.00,57.54
624.50,57.39
624.00,57.23
623.50,57.10
623.00,57.03
622.50,56.98
622.00,56.92
621.50,56.83
621.00,56.67
620.50,56.49
620.00,56.31
619.50,56.19
619.00,56.09
618.50,55.99
618.00,55.86
617.50,55.72
617.00,55.59
616.50,55.49
616.00,55.41
615.50,55.35
615.00,55.36
614.50,55.46
614.00,55.63
613.50,55.77
613.00,55.78
612.50,55.60
612.00,55.25
611.50,54.82
611.00,54.43
610.50,54.20
610.00,54.13
609.50,54.13
609.00,54.08
608.50,53.96
608.00,53.80
607.50,53.66
607.00,53.49
606.50,53.25
606.00,52.95
605.50,52.69
605.00,52.54
604.50,52.51
604.00,52.52
603.50,52.47
603.00,52.34
602.50,52.14
602.00,51.94
601.50,51.81
601.00,51.78
600.50,51.84
600.00,51.88
599.50,51.83
599.00,51.69
598.50,51.50
598.00,51.31
597.50,51.14
597.00,51.02
596.50,50.96
596.00,50.94
595.50,50.89
595.00,50.80
594.50,50.73
594.00,50.70
593.50,50.68
593.00,50.63
592.50,50.55
592.00,50.47
591.50,50.38
591.00,50.24
590.50,50.04
590.00,49.79
589.50,49.56
589.00,49.45
588.50,49.54
588.00,49.75
587.50,49.83
587.00,49.61
586.50,49.21
586.00,48.90
585.50,48.82
585.00,48.90
584.50,48.99
584.00,49.04
583.50,49.10
583.00,49.15
582.50,49.14
582.00,49.03
581.50,48.82
581.00,48.61
580.50,48.46
580.00,48.39
579.50,48.34
579.00,48.28
578.50,48.21
578.00,48.17
577.50,48.18
577.00,48.26
576.50,48.39
576.00,48.42
575.50,48.21
575.00,47.80
574.50,47.50
574.00,47.58
573.50,47.96
573.00,48.32
572.50,48.43
572.00,48.30
571.50,48.01
571.00,47.58
570.50,47.12
570.00,46.84
569.50,46.90
569.00,47.23
568.50,47.57
568.00,47.75
567.50,47.74
567.00,47.61
566.50,47.38
566.00,47.20
565.50,47.22
565.00,47.52
564.50,47.96
564.00,48.29
563.50,48.40
563.00,48.39
562.50,48.42
562.00,48.47
561.50,48.45
561.00,48.30
560.50,48.11
560.00,48.01
559.50,47.99
559.00,48.01
558.50,48.08
558.00,48.21
557.50,48.36
557.00,48.40
556.50,48.30
556.00,48.19
555.50,48.28
555.00,48.62
554.50,49.00
554.00,49.12
553.50,48.85
553.00,48.41
552.50,48.11
552.00,48.08
551.50,48.23
551.00,48.44
550.50,48.70
550.00,48.98
