Created as New Dataset,Sample 035 By whitece Date Monday, June 29 2020
cm-1,%T
2458.00,92.58
2457.50,92.57
2457.00,92.57
2456.50,92.58
2456.00,92.58
2455.50,92.58
2455.00,92.58
2454.50,92.59
2454.00,92.61
2453.50,92.62
2453.00,92.64
2452.50,92.65
2452.00,92.66
2451.50,92.65
2451.00,92.65
2450.50,92.65
2450.00,92.65
2449.50,92.66
2449.00,92.66
2448.50,92.65
2448.00,92.65
2447.50,92.66
2447.00,92.68
2446.50,92.71
2446.00,92.73
2445.50,92.73
2445.00,92.71
2444.50,92.70
2444.00,92.69
2443.50,92.70
2443.00,92.71
2442.50,92.72
2442.00,92.73
2441.50,92.74
2441.00,92.75
2440.50,92.76
2440.00,92.78
2439.50,92.78
2439.00,92.78
2438.50,92.77
2438.00,92.77
2437.50,92.78
2437.00,92.80
2436.50,92.82
2436.00,92.83
2435.50,92.83
2435.00,92.84
2434.50,92.84
2434.00,92.84
2433.50,92.85
2433.00,92.85
2432.50,92.85
2432.00,92.86
2431.50,92.88
2431.00,92.91
2430.50,92.93
2430.00,92.93
2429.50,92.92
2429.00,92.91
2428.50,92.90
2428.00,92.89
2427.50,92.89
2427.00,92.90
2426.50,92.92
2426.00,92.93
2425.50,92.93
2425.00,92.94
2424.50,92.96
2424.00,92.99
2423.50,93.02
2423.00,93.04
2422.50,93.04
2422.00,93.03
2421.50,93.02
2421.00,93.00
2420.50,92.98
2420.00,92.98
2419.50,92.98
2419.00,92.99
2418.50,93.02
2418.00,93.06
2417.50,93.09
2417.00,93.10
2416.50,93.08
2416.00,93.07
2415.50,93.06
2415.00,93.06
2414.50,93.06
2414.00,93.07
2413.50,93.07
2413.00,93.07
2412.50,93.08
2412.00,93.07
2411.50,93.07
2411.00,93.07
2410.50,93.09
2410.00,93.11
2409.50,93.11
2409.00,93.11
2408.50,93.10
2408.00,93.10
2407.50,93.12
2407.00,93.14
2406.50,93.15
2406.00,93.16
2405.50,93.17
2405.00,93.17
2404.50,93.17
2404.00,93.17
2403.50,93.18
2403.00,93.20
2402.50,93.21
2402.00,93.22
2401.50,93.23
2401.00,93.24
2400.50,93.25
2400.00,93.26
2399.50,93.26
2399.00,93.27
2398.50,93.27
2398.00,93.26
2397.50,93.24
2397.00,93.25
2396.50,93.26
2396.00,93.28
2395.50,93.28
2395.00,93.28
2394.50,93.27
2394.00,93.27
2393.50,93.27
2393.00,93.27
2392.50,93.28
2392.00,93.29
2391.50,93.31
2391.00,93.33
2390.50,93.34
2390.00,93.36
2389.50,93.37
2389.00,93.37
2388.50,93.37
2388.00,93.37
2387.50,93.38
2387.00,93.38
2386.50,93.38
2386.00,93.38
2385.50,93.38
2385.00,93.39
2384.50,93.40
2384.00,93.42
2383.50,93.44
2383.00,93.45
2382.50,93.45
2382.00,93.42
2381.50,93.40
2381.00,93.40
2380.50,93.42
2380.00,93.44
2379.50,93.46
2379.00,93.46
2378.50,93.46
2378.00,93.46
2377.50,93.46
2377.00,93.48
2376.50,93.50
2376.00,93.52
2375.50,93.52
2375.00,93.52
2374.50,93.52
2374.00,93.53
2373.50,93.54
2373.00,93.54
2372.50,93.56
2372.00,93.57
2371.50,93.58
2371.00,93.59
2370.50,93.60
2370.00,93.61
2369.50,93.62
2369.00,93.63
2368.50,93.62
2368.00,93.61
2367.50,93.61
2367.00,93.61
2366.50,93.62
2366.00,93.63
2365.50,93.63
2365.00,93.62
2364.50,93.61
2364.00,93.61
2363.50,93.62
2363.00,93.63
2362.50,93.63
2362.00,93.63
2361.50,93.62
2361.00,93.61
2360.50,93.62
2360.00,93.63
2359.50,93.65
2359.00,93.66
2358.50,93.67
2358.00,93.67
2357.50,93.67
2357.00,93.66
2356.50,93.65
2356.00,93.65
2355.50,93.64
2355.00,93.64
2354.50,93.64
2354.00,93.64
2353.50,93.64
2353.00,93.66
2352.50,93.68
2352.00,93.69
2351.50,93.69
2351.00,93.70
2350.50,93.70
2350.00,93.69
2349.50,93.69
2349.00,93.68
2348.50,93.68
2348.00,93.70
2347.50,93.73
2347.00,93.75
2346.50,93.76
2346.00,93.75
2345.50,93.75
2345.00,93.75
2344.50,93.76
2344.00,93.77
2343.50,93.78
2343.00,93.79
2342.50,93.79
2342.00,93.78
2341.50,93.78
2341.00,93.77
2340.50,93.76
2340.00,93.77
2339.50,93.79
2339.00,93.81
2338.50,93.82
2338.00,93.82
2337.50,93.81
2337.00,93.81
2336.50,93.81
2336.00,93.81
2335.50,93.81
2335.00,93.81
2334.50,93.82
2334.00,93.83
2333.50,93.84
2333.00,93.85
2332.50,93.85
2332.00,93.84
2331.50,93.84
2331.00,93.85
2330.50,93.86
2330.00,93.88
2329.50,93.88
2329.00,93.87
2328.50,93.86
2328.00,93.86
2327.50,93.86
2327.00,93.83
2326.50,93.78
2326.00,93.72
2325.50,93.66
2325.00,93.63
2324.50,93.62
2324.00,93.64
2323.50,93.66
2323.00,93.69
2322.50,93.71
2322.00,93.73
2321.50,93.75
2321.00,93.77
2320.50,93.79
2320.00,93.80
2319.50,93.80
2319.00,93.80
2318.50,93.80
2318.00,93.79
2317.50,93.79
2317.00,93.79
2316.50,93.80
2316.00,93.81
2315.50,93.83
2315.00,93.85
2314.50,93.86
2314.00,93.86
2313.50,93.88
2313.00,93.90
2312.50,93.91
2312.00,93.91
2311.50,93.90
2311.00,93.89
2310.50,93.88
2310.00,93.88
2309.50,93.88
2309.00,93.89
2308.50,93.89
2308.00,93.90
2307.50,93.91
2307.00,93.93
2306.50,93.93
2306.00,93.93
2305.50,93.93
2305.00,93.93
2304.50,93.94
2304.00,93.93
2303.50,93.92
2303.00,93.92
2302.50,93.93
2302.00,93.95
2301.50,93.97
2301.00,93.97
2300.50,93.97
2300.00,93.95
2299.50,93.93
2299.00,93.91
2298.50,93.90
2298.00,93.90
2297.50,93.90
2297.00,93.91
2296.50,93.92
2296.00,93.92
2295.50,93.92
2295.00,93.92
2294.50,93.93
2294.00,93.93
2293.50,93.93
2293.00,93.92
2292.50,93.91
2292.00,93.91
2291.50,93.92
2291.00,93.93
2290.50,93.94
2290.00,93.92
2289.50,93.89
2289.00,93.86
2288.50,93.85
2288.00,93.86
2287.50,93.88
2287.00,93.90
2286.50,93.91
2286.00,93.91
2285.50,93.91
2285.00,93.92
2284.50,93.97
2284.00,94.01
2283.50,94.05
2283.00,94.05
2282.50,94.02
2282.00,93.99
2281.50,93.97
2281.00,93.98
2280.50,93.99
2280.00,93.99
2279.50,93.97
2279.00,93.97
2278.50,93.99
2278.00,94.04
2277.50,94.08
2277.00,94.10
2276.50,94.10
2276.00,94.09
2275.50,94.08
2275.00,94.08
2274.50,94.08
2274.00,94.08
2273.50,94.08
2273.00,94.08
2272.50,94.10
2272.00,94.10
2271.50,94.10
2271.00,94.09
2270.50,94.10
2270.00,94.11
2269.50,94.10
2269.00,94.09
2268.50,94.08
2268.00,94.08
2267.50,94.09
2267.00,94.10
2266.50,94.12
2266.00,94.15
2265.50,94.20
2265.00,94.24
2264.50,94.27
2264.00,94.27
2263.50,94.26
2263.00,94.25
2262.50,94.24
2262.00,94.24
2261.50,94.24
2261.00,94.23
2260.50,94.21
2260.00,94.19
2259.50,94.20
2259.00,94.21
2258.50,94.23
2258.00,94.24
2257.50,94.24
2257.00,94.22
2256.50,94.19
2256.00,94.16
2255.50,94.15
2255.00,94.16
2254.50,94.20
2254.00,94.23
2253.50,94.24
2253.00,94.24
2252.50,94.24
2252.00,94.24
2251.50,94.23
2251.00,94.22
2250.50,94.21
2250.00,94.22
2249.50,94.24
2249.00,94.25
2248.50,94.26
2248.00,94.27
2247.50,94.28
2247.00,94.29
2246.50,94.29
2246.00,94.28
2245.50,94.26
2245.00,94.25
2244.50,94.26
2244.00,94.27
2243.50,94.27
2243.00,94.27
2242.50,94.25
2242.00,94.23
2241.50,94.21
2241.00,94.21
2240.50,94.22
2240.00,94.24
2239.50,94.27
2239.00,94.29
2238.50,94.31
2238.00,94.33
2237.50,94.34
2237.00,94.33
2236.50,94.32
2236.00,94.31
2235.50,94.31
2235.00,94.33
2234.50,94.35
2234.00,94.37
2233.50,94.38
2233.00,94.38
2232.50,94.38
2232.00,94.38
2231.50,94.38
2231.00,94.35
2230.50,94.33
2230.00,94.31
2229.50,94.31
2229.00,94.31
2228.50,94.30
2228.00,94.30
2227.50,94.32
2227.00,94.34
2226.50,94.35
2226.00,94.35
2225.50,94.35
2225.00,94.36
2224.50,94.37
2224.00,94.39
2223.50,94.41
2223.00,94.42
2222.50,94.42
2222.00,94.39
2221.50,94.36
2221.00,94.32
2220.50,94.30
2220.00,94.32
2219.50,94.36
2219.00,94.42
2218.50,94.46
2218.00,94.48
2217.50,94.45
2217.00,94.40
2216.50,94.35
2216.00,94.35
2215.50,94.39
2215.00,94.42
2214.50,94.42
2214.00,94.40
2213.50,94.39
2213.00,94.40
2212.50,94.44
2212.00,94.48
2211.50,94.51
2211.00,94.51
2210.50,94.52
2210.00,94.54
2209.50,94.54
2209.00,94.52
2208.50,94.47
2208.00,94.43
2207.50,94.41
2207.00,94.42
2206.50,94.45
2206.00,94.47
2205.50,94.49
2205.00,94.49
2204.50,94.48
2204.00,94.46
2203.50,94.47
2203.00,94.49
2202.50,94.49
2202.00,94.47
2201.50,94.44
2201.00,94.44
2200.50,94.45
2200.00,94.45
2199.50,94.45
2199.00,94.44
2198.50,94.44
2198.00,94.45
2197.50,94.46
2197.00,94.48
2196.50,94.48
2196.00,94.48
2195.50,94.49
2195.00,94.51
2194.50,94.54
2194.00,94.54
2193.50,94.51
2193.00,94.47
2192.50,94.44
2192.00,94.44
2191.50,94.48
2191.00,94.52
2190.50,94.54
2190.00,94.53
2189.50,94.54
2189.00,94.55
2188.50,94.55
2188.00,94.50
2187.50,94.43
2187.00,94.39
2186.50,94.39
2186.00,94.44
2185.50,94.49
2185.00,94.49
2184.50,94.44
2184.00,94.37
2183.50,94.35
2183.00,94.40
2182.50,94.50
2182.00,94.60
2181.50,94.66
2181.00,94.67
2180.50,94.66
2180.00,94.62
2179.50,94.55
2179.00,94.49
2178.50,94.46
2178.00,94.48
2177.50,94.52
2177.00,94.57
2176.50,94.63
2176.00,94.66
2175.50,94.66
2175.00,94.65
2174.50,94.64
2174.00,94.65
2173.50,94.67
2173.00,94.67
2172.50,94.64
2172.00,94.59
2171.50,94.55
2171.00,94.56
2170.50,94.60
2170.00,94.63
2169.50,94.60
2169.00,94.54
2168.50,94.47
2168.00,94.43
2167.50,94.43
2167.00,94.44
2166.50,94.45
2166.00,94.42
2165.50,94.36
2165.00,94.30
2164.50,94.27
2164.00,94.28
2163.50,94.33
2163.00,94.39
2162.50,94.43
2162.00,94.43
2161.50,94.41
2161.00,94.41
2160.50,94.48
2160.00,94.60
2159.50,94.76
2159.00,94.93
2158.50,95.11
2158.00,95.27
2157.50,95.36
2157.00,95.35
2156.50,95.24
2156.00,95.11
2155.50,95.01
2155.00,94.98
2154.50,94.99
2154.00,95.01
2153.50,95.03
2153.00,95.06
2152.50,95.08
2152.00,95.07
2151.50,95.02
2151.00,94.97
2150.50,94.93
2150.00,94.91
2149.50,94.90
2149.00,94.91
2148.50,94.95
2148.00,94.99
2147.50,94.99
2147.00,94.97
2146.50,94.93
2146.00,94.91
2145.50,94.91
2145.00,94.92
2144.50,94.93
2144.00,94.95
2143.50,94.96
2143.00,94.96
2142.50,94.97
2142.00,94.98
2141.50,94.97
2141.00,94.95
2140.50,94.93
2140.00,94.91
2139.50,94.89
2139.00,94.87
2138.50,94.85
2138.00,94.84
2137.50,94.81
2137.00,94.80
2136.50,94.82
2136.00,94.88
2135.50,94.97
2135.00,95.05
2134.50,95.11
2134.00,95.12
2133.50,95.11
2133.00,95.07
2132.50,95.04
2132.00,95.02
2131.50,95.02
2131.00,95.01
2130.50,94.96
2130.00,94.89
2129.50,94.85
2129.00,94.85
2128.50,94.89
2128.00,94.94
2127.50,94.96
2127.00,94.96
2126.50,94.93
2126.00,94.92
2125.50,94.93
2125.00,94.94
2124.50,94.93
2124.00,94.90
2123.50,94.85
2123.00,94.81
2122.50,94.80
2122.00,94.82
2121.50,94.85
2121.00,94.88
2120.50,94.87
2120.00,94.83
2119.50,94.77
2119.00,94.74
2118.50,94.75
2118.00,94.77
2117.50,94.79
2117.00,94.80
2116.50,94.81
2116.00,94.82
2115.50,94.81
2115.00,94.79
2114.50,94.76
2114.00,94.74
2113.50,94.73
2113.00,94.72
2112.50,94.71
2112.00,94.70
2111.50,94.69
2111.00,94.69
2110.50,94.70
2110.00,94.71
2109.50,94.73
2109.00,94.75
2108.50,94.77
2108.00,94.79
2107.50,94.79
2107.00,94.79
2106.50,94.77
2106.00,94.76
2105.50,94.75
2105.00,94.74
2104.50,94.75
2104.00,94.76
2103.50,94.78
2103.00,94.81
2102.50,94.84
2102.00,94.84
2101.50,94.81
2101.00,94.76
2100.50,94.73
2100.00,94.73
2099.50,94.75
2099.00,94.79
2098.50,94.81
2098.00,94.82
2097.50,94.81
2097.00,94.80
2096.50,94.80
2096.00,94.81
2095.50,94.84
2095.00,94.85
2094.50,94.83
2094.00,94.80
2093.50,94.78
2093.00,94.79
2092.50,94.80
2092.00,94.82
2091.50,94.82
2091.00,94.82
2090.50,94.83
2090.00,94.81
2089.50,94.78
2089.00,94.74
2088.50,94.70
2088.00,94.68
2087.50,94.67
2087.00,94.67
2086.50,94.68
2086.00,94.68
2085.50,94.69
2085.00,94.70
2084.50,94.71
2084.00,94.73
2083.50,94.74
2083.00,94.73
2082.50,94.72
2082.00,94.72
2081.50,94.73
2081.00,94.72
2080.50,94.69
2080.00,94.66
2079.50,94.63
2079.00,94.63
2078.50,94.64
2078.00,94.66
2077.50,94.68
2077.00,94.70
2076.50,94.73
2076.00,94.74
2075.50,94.74
2075.00,94.72
2074.50,94.70
2074.00,94.69
2073.50,94.69
2073.00,94.71
2072.50,94.72
2072.00,94.74
2071.50,94.75
2071.00,94.76
2070.50,94.76
2070.00,94.74
2069.50,94.71
2069.00,94.69
2068.50,94.70
2068.00,94.74
2067.50,94.78
2067.00,94.79
2066.50,94.79
2066.00,94.78
2065.50,94.78
2065.00,94.79
2064.50,94.80
2064.00,94.79
2063.50,94.76
2063.00,94.72
2062.50,94.70
2062.00,94.70
2061.50,94.74
2061.00,94.79
2060.50,94.82
2060.00,94.80
2059.50,94.75
2059.00,94.70
2058.50,94.69
2058.00,94.69
2057.50,94.69
2057.00,94.68
2056.50,94.70
2056.00,94.74
2055.50,94.80
2055.00,94.83
2054.50,94.84
2054.00,94.82
2053.50,94.77
2053.00,94.69
2052.50,94.59
2052.00,94.49
2051.50,94.41
2051.00,94.39
2050.50,94.43
2050.00,94.51
2049.50,94.60
2049.00,94.68
2048.50,94.73
2048.00,94.75
2047.50,94.75
2047.00,94.74
2046.50,94.71
2046.00,94.67
2045.50,94.66
2045.00,94.67
2044.50,94.71
2044.00,94.74
2043.50,94.74
2043.00,94.72
2042.50,94.70
2042.00,94.69
2041.50,94.69
2041.00,94.69
2040.50,94.68
2040.00,94.66
2039.50,94.65
2039.00,94.68
2038.50,94.71
2038.00,94.73
2037.50,94.74
2037.00,94.74
2036.50,94.76
2036.00,94.78
2035.50,94.80
2035.00,94.81
2034.50,94.80
2034.00,94.75
2033.50,94.69
2033.00,94.63
2032.50,94.61
2032.00,94.63
2031.50,94.66
2031.00,94.70
2030.50,94.74
2030.00,94.77
2029.50,94.80
2029.00,94.82
2028.50,94.85
2028.00,94.87
2027.50,94.89
2027.00,94.89
2026.50,94.88
2026.00,94.86
2025.50,94.84
2025.00,94.82
2024.50,94.81
2024.00,94.80
2023.50,94.78
2023.00,94.77
2022.50,94.77
2022.00,94.78
2021.50,94.77
2021.00,94.77
2020.50,94.79
2020.00,94.83
2019.50,94.86
2019.00,94.87
2018.50,94.86
2018.00,94.84
2017.50,94.79
2017.00,94.71
2016.50,94.62
2016.00,94.55
2015.50,94.51
2015.00,94.50
2014.50,94.53
2014.00,94.59
2013.50,94.67
2013.00,94.73
2012.50,94.74
2012.00,94.71
2011.50,94.69
2011.00,94.69
2010.50,94.70
2010.00,94.67
2009.50,94.63
2009.00,94.61
2008.50,94.64
2008.00,94.72
2007.50,94.83
2007.00,94.95
2006.50,95.03
2006.00,95.04
2005.50,94.98
2005.00,94.90
2004.50,94.82
2004.00,94.77
2003.50,94.73
2003.00,94.70
2002.50,94.69
2002.00,94.69
2001.50,94.69
2001.00,94.66
2000.50,94.63
2000.00,94.60
1999.50,94.60
1999.00,94.63
1998.50,94.65
1998.00,94.65
1997.50,94.62
1997.00,94.59
1996.50,94.59
1996.00,94.61
1995.50,94.62
1995.00,94.61
1994.50,94.57
1994.00,94.55
1993.50,94.55
1993.00,94.56
1992.50,94.55
1992.00,94.53
1991.50,94.52
1991.00,94.52
1990.50,94.52
1990.00,94.52
1989.50,94.51
1989.00,94.51
1988.50,94.52
1988.00,94.56
1987.50,94.58
1987.00,94.58
1986.50,94.55
1986.00,94.52
1985.50,94.49
1985.00,94.46
1984.50,94.43
1984.00,94.39
1983.50,94.33
1983.00,94.26
1982.50,94.19
1982.00,94.15
1981.50,94.12
1981.00,94.10
1980.50,94.09
1980.00,94.12
1979.50,94.19
1979.00,94.31
1978.50,94.45
1978.00,94.57
1977.50,94.65
1977.00,94.69
1976.50,94.72
1976.00,94.74
1975.50,94.75
1975.00,94.72
1974.50,94.67
1974.00,94.63
1973.50,94.62
1973.00,94.64
1972.50,94.65
1972.00,94.65
1971.50,94.63
1971.00,94.61
1970.50,94.60
1970.00,94.60
1969.50,94.61
1969.00,94.63
1968.50,94.67
1968.00,94.70
1967.50,94.71
1967.00,94.70
1966.50,94.69
1966.00,94.68
1965.50,94.65
1965.00,94.60
1964.50,94.55
1964.00,94.55
1963.50,94.60
1963.00,94.68
1962.50,94.72
1962.00,94.70
1961.50,94.65
1961.00,94.59
1960.50,94.56
1960.00,94.56
1959.50,94.57
1959.00,94.59
1958.50,94.60
1958.00,94.61
1957.50,94.63
1957.00,94.66
1956.50,94.67
1956.00,94.66
1955.50,94.63
1955.00,94.59
1954.50,94.56
1954.00,94.56
1953.50,94.57
1953.00,94.57
1952.50,94.56
1952.00,94.55
1951.50,94.57
1951.00,94.61
1950.50,94.65
1950.00,94.65
1949.50,94.64
1949.00,94.62
1948.50,94.61
1948.00,94.61
1947.50,94.62
1947.00,94.62
1946.50,94.60
1946.00,94.56
1945.50,94.53
1945.00,94.53
1944.50,94.56
1944.00,94.61
1943.50,94.63
1943.00,94.62
1942.50,94.58
1942.00,94.54
1941.50,94.53
1941.00,94.51
1940.50,94.49
1940.00,94.46
1939.50,94.45
1939.00,94.46
1938.50,94.50
1938.00,94.54
1937.50,94.57
1937.00,94.57
1936.50,94.55
1936.00,94.52
1935.50,94.51
1935.00,94.51
1934.50,94.51
1934.00,94.49
1933.50,94.47
1933.00,94.45
1932.50,94.44
1932.00,94.44
1931.50,94.44
1931.00,94.45
1930.50,94.48
1930.00,94.50
1929.50,94.52
1929.00,94.53
1928.50,94.52
1928.00,94.50
1927.50,94.48
1927.00,94.46
1926.50,94.46
1926.00,94.46
1925.50,94.46
1925.00,94.46
1924.50,94.48
1924.00,94.49
1923.50,94.48
1923.00,94.47
1922.50,94.45
1922.00,94.44
1921.50,94.43
1921.00,94.42
1920.50,94.41
1920.00,94.41
1919.50,94.42
1919.00,94.45
1918.50,94.47
1918.00,94.48
1917.50,94.46
1917.00,94.42
1916.50,94.38
1916.00,94.34
1915.50,94.32
1915.00,94.30
1914.50,94.29
1914.00,94.28
1913.50,94.27
1913.00,94.27
1912.50,94.28
1912.00,94.30
1911.50,94.33
1911.00,94.36
1910.50,94.37
1910.00,94.36
1909.50,94.32
1909.00,94.29
1908.50,94.27
1908.00,94.26
1907.50,94.26
1907.00,94.26
1906.50,94.25
1906.00,94.25
1905.50,94.26
1905.00,94.26
1904.50,94.26
1904.00,94.25
1903.50,94.24
1903.00,94.24
1902.50,94.25
1902.00,94.24
1901.50,94.22
1901.00,94.20
1900.50,94.18
1900.00,94.16
1899.50,94.15
1899.00,94.15
1898.50,94.16
1898.00,94.18
1897.50,94.18
1897.00,94.16
1896.50,94.13
1896.00,94.12
1895.50,94.13
1895.00,94.14
1894.50,94.13
1894.00,94.11
1893.50,94.07
1893.00,94.05
1892.50,94.04
1892.00,94.03
1891.50,94.02
1891.00,94.01
1890.50,94.02
1890.00,94.04
1889.50,94.05
1889.00,94.05
1888.50,94.03
1888.00,94.01
1887.50,94.00
1887.00,94.01
1886.50,94.02
1886.00,94.03
1885.50,94.03
1885.00,94.02
1884.50,93.99
1884.00,93.96
1883.50,93.94
1883.00,93.93
1882.50,93.92
1882.00,93.92
1881.50,93.91
1881.00,93.90
1880.50,93.89
1880.00,93.88
1879.50,93.87
1879.00,93.85
1878.50,93.83
1878.00,93.82
1877.50,93.81
1877.00,93.83
1876.50,93.84
1876.00,93.85
1875.50,93.84
1875.00,93.83
1874.50,93.82
1874.00,93.82
1873.50,93.82
1873.00,93.82
1872.50,93.82
1872.00,93.81
1871.50,93.81
1871.00,93.83
1870.50,93.87
1870.00,93.91
1869.50,93.93
1869.00,93.91
1868.50,93.88
1868.00,93.84
1867.50,93.80
1867.00,93.77
1866.50,93.76
1866.00,93.75
1865.50,93.75
1865.00,93.75
1864.50,93.74
1864.00,93.73
1863.50,93.72
1863.00,93.72
1862.50,93.71
1862.00,93.71
1861.50,93.71
1861.00,93.72
1860.50,93.71
1860.00,93.71
1859.50,93.70
1859.00,93.69
1858.50,93.67
1858.00,93.66
1857.50,93.65
1857.00,93.65
1856.50,93.65
1856.00,93.66
1855.50,93.66
1855.00,93.65
1854.50,93.64
1854.00,93.63
1853.50,93.63
1853.00,93.62
1852.50,93.61
1852.00,93.59
1851.50,93.58
1851.00,93.57
1850.50,93.57
1850.00,93.60
1849.50,93.63
1849.00,93.65
1848.50,93.65
1848.00,93.65
1847.50,93.63
1847.00,93.62
1846.50,93.62
1846.00,93.66
1845.50,93.75
1845.00,93.84
1844.50,93.86
1844.00,93.80
1843.50,93.69
1843.00,93.62
1842.50,93.59
1842.00,93.58
1841.50,93.59
1841.00,93.59
1840.50,93.59
1840.00,93.59
1839.50,93.57
1839.00,93.56
1838.50,93.56
1838.00,93.56
1837.50,93.56
1837.00,93.55
1836.50,93.54
1836.00,93.53
1835.50,93.52
1835.00,93.51
1834.50,93.51
1834.00,93.50
1833.50,93.50
1833.00,93.50
1832.50,93.51
1832.00,93.53
1831.50,93.56
1831.00,93.59
1830.50,93.63
1830.00,93.63
1829.50,93.61
1829.00,93.56
1828.50,93.51
1828.00,93.48
1827.50,93.46
1827.00,93.48
1826.50,93.53
1826.00,93.58
1825.50,93.60
1825.00,93.56
1824.50,93.50
1824.00,93.45
1823.50,93.42
1823.00,93.40
1822.50,93.39
1822.00,93.38
1821.50,93.37
1821.00,93.38
1820.50,93.39
1820.00,93.39
1819.50,93.40
1819.00,93.40
1818.50,93.40
1818.00,93.41
1817.50,93.42
1817.00,93.42
1816.50,93.41
1816.00,93.41
1815.50,93.39
1815.00,93.37
1814.50,93.35
1814.00,93.34
1813.50,93.34
1813.00,93.34
1812.50,93.33
1812.00,93.34
1811.50,93.34
1811.00,93.34
1810.50,93.33
1810.00,93.31
1809.50,93.29
1809.00,93.29
1808.50,93.29
1808.00,93.29
1807.50,93.29
1807.00,93.28
1806.50,93.27
1806.00,93.26
1805.50,93.26
1805.00,93.25
1804.50,93.24
1804.00,93.24
1803.50,93.24
1803.00,93.25
1802.50,93.26
1802.00,93.26
1801.50,93.24
1801.00,93.23
1800.50,93.24
1800.00,93.25
1799.50,93.25
1799.00,93.23
1798.50,93.20
1798.00,93.18
1797.50,93.17
1797.00,93.16
1796.50,93.15
1796.00,93.14
1795.50,93.13
1795.00,93.13
1794.50,93.16
1794.00,93.23
1793.50,93.32
1793.00,93.36
1792.50,93.33
1792.00,93.27
1791.50,93.20
1791.00,93.15
1790.50,93.11
1790.00,93.08
1789.50,93.05
1789.00,93.04
1788.50,93.03
1788.00,93.02
1787.50,93.00
1787.00,93.00
1786.50,93.02
1786.00,93.06
1785.50,93.09
1785.00,93.08
1784.50,93.05
1784.00,93.00
1783.50,92.98
1783.00,92.96
1782.50,92.96
1782.00,92.97
1781.50,92.97
1781.00,92.98
1780.50,92.97
1780.00,92.94
1779.50,92.92
1779.00,92.90
1778.50,92.88
1778.00,92.88
1777.50,92.88
1777.00,92.89
1776.50,92.91
1776.00,92.92
1775.50,92.92
1775.00,92.92
1774.50,92.96
1774.00,93.06
1773.50,93.17
1773.00,93.23
1772.50,93.20
1772.00,93.11
1771.50,93.00
1771.00,92.90
1770.50,92.83
1770.00,92.81
1769.50,92.85
1769.00,92.91
1768.50,92.94
1768.00,92.91
1767.50,92.84
1767.00,92.77
1766.50,92.72
1766.00,92.70
1765.50,92.68
1765.00,92.68
1764.50,92.68
1764.00,92.70
1763.50,92.74
1763.00,92.81
1762.50,92.87
1762.00,92.87
1761.50,92.81
1761.00,92.73
1760.50,92.66
1760.00,92.63
1759.50,92.62
1759.00,92.62
1758.50,92.64
1758.00,92.67
1757.50,92.69
1757.00,92.69
1756.50,92.65
1756.00,92.60
1755.50,92.55
1755.00,92.52
1754.50,92.51
1754.00,92.50
1753.50,92.51
1753.00,92.58
1752.50,92.69
1752.00,92.78
1751.50,92.80
1751.00,92.74
1750.50,92.65
1750.00,92.59
1749.50,92.57
1749.00,92.55
1748.50,92.53
1748.00,92.51
1747.50,92.49
1747.00,92.47
1746.50,92.44
1746.00,92.42
1745.50,92.40
1745.00,92.41
1744.50,92.43
1744.00,92.44
1743.50,92.43
1743.00,92.39
1742.50,92.36
1742.00,92.35
1741.50,92.38
1741.00,92.45
1740.50,92.52
1740.00,92.52
1739.50,92.46
1739.00,92.37
1738.50,92.30
1738.00,92.26
1737.50,92.24
1737.00,92.24
1736.50,92.29
1736.00,92.41
1735.50,92.58
1735.00,92.75
1734.50,92.84
1734.00,92.78
1733.50,92.62
1733.00,92.42
1732.50,92.25
1732.00,92.15
1731.50,92.12
1731.00,92.12
1730.50,92.13
1730.00,92.12
1729.50,92.08
1729.00,92.03
1728.50,91.99
1728.00,91.97
1727.50,91.96
1727.00,91.95
1726.50,91.94
1726.00,91.92
1725.50,91.90
1725.00,91.89
1724.50,91.89
1724.00,91.88
1723.50,91.87
1723.00,91.85
1722.50,91.82
1722.00,91.79
1721.50,91.76
1721.00,91.75
1720.50,91.76
1720.00,91.82
1719.50,91.92
1719.00,92.07
1718.50,92.21
1718.00,92.28
1717.50,92.21
1717.00,92.05
1716.50,91.90
1716.00,91.83
1715.50,91.81
1715.00,91.78
1714.50,91.71
1714.00,91.62
1713.50,91.55
1713.00,91.49
1712.50,91.45
1712.00,91.42
1711.50,91.41
1711.00,91.40
1710.50,91.38
1710.00,91.36
1709.50,91.35
1709.00,91.33
1708.50,91.32
1708.00,91.32
1707.50,91.35
1707.00,91.37
1706.50,91.36
1706.00,91.33
1705.50,91.31
1705.00,91.30
1704.50,91.27
1704.00,91.22
1703.50,91.17
1703.00,91.14
1702.50,91.18
1702.00,91.33
1701.50,91.57
1701.00,91.79
1700.50,91.84
1700.00,91.67
1699.50,91.39
1699.00,91.14
1698.50,91.00
1698.00,90.98
1697.50,91.08
1697.00,91.28
1696.50,91.45
1696.00,91.46
1695.50,91.26
1695.00,90.99
1694.50,90.78
1694.00,90.66
1693.50,90.60
1693.00,90.56
1692.50,90.53
1692.00,90.52
1691.50,90.52
1691.00,90.52
1690.50,90.51
1690.00,90.49
1689.50,90.46
1689.00,90.43
1688.50,90.39
1688.00,90.34
1687.50,90.30
1687.00,90.30
1686.50,90.42
1686.00,90.64
1685.50,90.87
1685.00,90.97
1684.50,90.89
1684.00,90.69
1683.50,90.47
1683.00,90.28
