Sample Name,Source,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
fibre linen,Primpke et al. 2018,1101.3,1051.2,1026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre linen,Primpke et al. 2018,1103.3,1051.2,1028.1,1004.9,987.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene high density,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alkyd varnish,Primpke et al. 2018,1724.4,1085.9,1072.4,462.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merino scoured wool made rough,Primpke et al. 2018,1629.8,1527.6,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alkyd varnish,Primpke et al. 2018,2924.1,1728.2,1224.8,1182.4,1122.6,1066.6,1041.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyl cellulose,Primpke et al. 2018,1053.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyl vinyl ether maleic acid,Primpke et al. 2018,1701.2,1174.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyl vinyl ether maleic anhydride,Primpke et al. 2018,1708.9,1182.4,1089.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb middle wall,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur mohair angora goat,Primpke et al. 2018,1631.8,1527.6,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyimide,Primpke et al. 2018,1708.9,1498.7,1373.3,1240.2,1112.9,1089.8,815.9,721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aramid,Primpke et al. 2018,1647.2,1602.8,1525.7,1477.5,1410.0,1300.0,1238.3,779.2,713.7,682.8,567.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aramid,Primpke et al. 2018,1645.3,1602.8,1525.7,1477.5,1410.0,1298.1,1238.3,779.2,713.7,680.9,651.9,567.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
polytehylene terephthalate,Primpke et al. 2018,1712.8,1247.9,1120.6,1097.5,721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide,Primpke et al. 2018,1633.7,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycarbonate,Primpke et al. 2018,1219.0,1188.1,1159.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1712.8,1242.2,1091.7,721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyvinylchloride,Primpke et al. 2018,1730.1,667.4,605.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1712.8,1267.2,1224.8,1192.0,1161.1,1101.3,1014.6,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1712.8,1265.3,1224.8,1192.0,1163.1,1101.3,727.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2951.1,2918.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre mulberry silk,Primpke et al. 2018,1620.2,1512.2,1442.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrile rubber,Primpke et al. 2018,1435.0,966.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 6 (3)  T,Primpke et al. 2018,1631.8,1539.2,1496.8,1315.4,1288.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 6,Primpke et al. 2018,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 6 6,Primpke et al. 2018,1631.8,1533.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 6 9,Primpke et al. 2018,2918.3,1631.8,1541.1,1465.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 6 12,Primpke et al. 2018,2920.2,1633.7,1537.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 11,Primpke et al. 2018,2918.3,2850.8,1635.6,1541.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nylon 12,Primpke et al. 2018,2918.3,2850.8,1637.6,1548.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n vinylpyrrolidone vinyl acetate,Primpke et al. 2018,1730.1,1654.9,1236.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb top bar,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyamide 6 (not)stretched,Primpke et al. 2018,1633.7,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyamide 6,Primpke et al. 2018,1633.7,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide 6,Primpke et al. 2018,1635.6,1541.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide 6,Primpke et al. 2018,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide 6,Primpke et al. 2018,1633.7,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyamide 6 P6.6,Primpke et al. 2018,1631.8,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polymaide 66,Primpke et al. 2018,1631.8,1537.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polybuthylene terephthalate,Primpke et al. 2018,1708.9,1261.4,1246.0,1114.8,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polybuthylene terephthalate,Primpke et al. 2018,1710.9,1263.4,1246.0,1116.8,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycarbonate,Primpke et al. 2018,1219.0,1188.1,1159.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycarbonate,Primpke et al. 2018,1224.8,1190.1,1161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyesterurethane,Primpke et al. 2018,1728.2,1683.8,1257.6,1165.0,1139.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1269.2,1230.6,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1714.7,1247.9,1120.6,1099.4,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polytehylene terephthalate,Primpke et al. 2018,1714.7,1244.1,1118.7,1097.5,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polytehylene terephthalate amorphous,Primpke et al. 2018,1714.7,1238.3,1091.7,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polytehylene terephthalate,Primpke et al. 2018,1714.7,1246.0,1120.6,1097.5,1018.4,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenoxy resin,Primpke et al. 2018,1506.4,1230.6,1180.4,1037.7,1010.7,825.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polylactic acid,Primpke et al. 2018,1747.5,1180.4,1082.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polylactic acid,Primpke et al. 2018,1747.5,1180.4,1082.1,1043.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(1 butene) isotactic,Primpke et al. 2018,2958.8,2912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(2 4 6 tribromostyrene),Primpke et al. 2018,1442.7,1031.9,1012.6,881.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(2 6 dimethyl p phenylene oxide),Primpke et al. 2018,1467.8,1184.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(2 hydroxyethyl methacrylate),Primpke et al. 2018,1716.6,1708.9,1153.4,1072.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(4 4' dipropoxy 2 2' diphenyl propane fumarate),Primpke et al. 2018,1716.6,1508.3,1292.3,1238.3,1180.4,1153.4,1080.1,1043.5,979.8,827.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(4 methyl 1 pentene),Primpke et al. 2018,2953.0,2908.6,2868.1,1465.9,1365.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(acrylic acid),Primpke et al. 2018,1697.3,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(butylene terephthalate),Primpke et al. 2018,1708.9,1263.4,1246.0,1116.8,1099.4,1016.5,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(diallyl isophthalate),Primpke et al. 2018,1714.7,1269.2,1118.7,1068.6,740.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(ethylene glycol),Primpke et al. 2018,1095.6,1058.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(ethylene oxide),Primpke et al. 2018,1093.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(ethylene terephthalate),Primpke et al. 2018,1712.8,1238.3,1116.8,1091.7,1016.5,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(ethyl methacrylate),Primpke et al. 2018,1720.5,1172.7,1141.9,1024.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(isobutyl methacrylate),Primpke et al. 2018,1724.4,1143.8,993.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(methyl methacrylate),Primpke et al. 2018,1722.4,1190.1,1143.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(n butyl methacrylate),Primpke et al. 2018,1722.4,1170.8,1143.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(phenylene sulfide),Primpke et al. 2018,1469.8,1091.7,1008.8,808.2,478.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(p phenylene ether sulphone),Primpke et al. 2018,1575.8,1483.3,1232.5,1145.7,1101.3,1072.4,869.9,858.3,833.2,715.6,698.2,549.7,528.5,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(tetrafluoroethylene),Primpke et al. 2018,1201.6,1145.7,501.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl acetate),Primpke et al. 2018,1728.2,1224.8,1018.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl alcohol),Primpke et al. 2018,3290.5,1415.7,1141.9,1087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl alcohol),Primpke et al. 2018,3292.5,1417.7,1141.9,1087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl butyral),Primpke et al. 2018,1130.3,1105.2,995.3,970.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl chloride),Primpke et al. 2018,1251.8,634.6,609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl chloride) carboxylated,Primpke et al. 2018,1253.7,634.6,609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl formal),Primpke et al. 2018,1012.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinylidene fluoride),Primpke et al. 2018,1400.3,1180.4,873.7,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly(vinyl stearate),Primpke et al. 2018,2916.4,2848.8,1734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyacetal,Primpke et al. 2018,1089.8,889.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyacrylamide,Primpke et al. 2018,1647.2,1602.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyacrylamide carboxyl modified,Primpke et al. 2018,1550.8,1402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyactide,Primpke et al. 2018,1751.4,1178.5,1128.4,1082.1,1043.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide resin,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycaprolactone,Primpke et al. 2018,1722.4,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycaprolactone,Primpke et al. 2018,1722.4,1236.4,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycarbonate,Primpke et al. 2018,1768.7,1502.5,1219.0,1188.1,1159.2,1080.1,1014.6,829.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polycarbonate,Primpke et al. 2018,1770.6,1504.5,1219.0,1188.1,1159.2,1014.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polychloroprene,Primpke et al. 2018,1004.9,667.4,461.0,447.5,424.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyester,Primpke et al. 2018,1712.8,1242.2,1093.6,1016.5,721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyester,Primpke et al. 2018,1712.8,1242.2,1116.8,1093.6,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyetheretherketone,Primpke et al. 2018,1593.2,1487.1,1217.1,1184.3,1157.3,925.8,835.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene chlorinated,Primpke et al. 2018,2916.4,2848.8,1016.5,464.8,451.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene chlorinated,Primpke et al. 2018,1030.0,1008.8,536.2,466.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene chlorinated,Primpke et al. 2018,1014.6,464.8,449.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene chlorosulfonated,Primpke et al. 2018,991.4,667.4,422.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene high density,Primpke et al. 2018,2914.4,2846.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene oxidized,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene terephtalate,Primpke et al. 2018,1714.7,1242.2,1114.8,1093.6,1016.5,723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyisoprene chlorinated,Primpke et al. 2018,785.0,763.8,732.9,665.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polypropylene,Primpke et al. 2018,2951.1,2916.4,2875.9,2868.1,2837.3,1454.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polypropylene dyed,Primpke et al. 2018,2951.1,2918.3,2868.1,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene isotactic,Primpke et al. 2018,2951.1,2918.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2949.1,2918.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene,Primpke et al. 2018,694.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polysulfone,Primpke et al. 2018,1583.6,1502.5,1485.2,1234.4,1168.9,1147.6,1103.3,1078.2,871.8,852.5,831.3,688.6,555.5,,,,,,,,,,,,,,,,,,,,,,,,,,
polytetrafluoroethylene,Primpke et al. 2018,1203.6,1147.6,501.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1724.4,1161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1724.4,1163.1,1143.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1726.3,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1726.3,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyvinyl alcohol,Primpke et al. 2018,1141.9,1087.8,842.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyvinyl alcohol,Primpke et al. 2018,2916.4,1732.1,1236.4,1089.8,1043.5,1022.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre polyvinylidene fluoride,Primpke et al. 2018,1400.3,1207.4,1178.5,1149.6,1066.6,869.9,854.5,761.9,484.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyvinylpyrrolidone,Primpke et al. 2018,1651.1,1421.5,1284.6,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyoxymethylene,Primpke et al. 2018,1087.8,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre poplar down,Primpke et al. 2018,1105.2,1033.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre poplar down,Primpke et al. 2018,1105.2,1033.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2951.1,2916.4,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2951.1,2918.3,1377.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2951.1,2916.4,2875.9,2868.1,1456.2,1377.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2951.1,2918.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyphenylsulfone,Primpke et al. 2018,1481.3,1230.6,1145.7,1103.3,825.5,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polypropylene,Primpke et al. 2018,2949.1,2918.3,1375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene,Primpke et al. 2018,694.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene,Primpke et al. 2018,696.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene,Primpke et al. 2018,692.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyesterurethane,Primpke et al. 2018,1726.3,1703.1,1529.5,1219.0,1170.8,1141.9,1068.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyesterurethane,Primpke et al. 2018,1726.3,1705.1,1529.5,1253.7,1220.9,1166.9,1141.9,1076.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyetherurethane,Primpke et al. 2018,1701.2,1529.5,1220.9,1105.2,1074.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyetherurethane,Primpke et al. 2018,1701.2,1529.5,1220.9,1105.2,1080.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1722.4,1253.7,1228.7,1132.2,1055.1,1043.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyetherester,Primpke et al. 2018,1710.9,1265.3,1251.8,1101.3,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyvinylchloride with plasticizer,Primpke et al. 2018,1253.7,966.3,698.2,611.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quartz sand lab,Primpke et al. 2018,1267.2,1247.9,1236.4,1224.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quartz sand beach,Primpke et al. 2018,1886.4,1872.9,1865.2,1681.9,1612.5,1602.8,1525.7,1492.9,1286.5,1278.8,1269.2,1257.6,1247.9,1238.3,1230.6,1222.9,1207.4,,,,,,,,,,,,,,,,,,,,,,
wool raw cashmere afghanistan,Primpke et al. 2018,1633.7,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wool raw cashmere mongolia,Primpke et al. 2018,1631.8,1527.6,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur red deer,Primpke et al. 2018,1629.8,1529.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre roasted flax,Primpke et al. 2018,1105.2,1053.1,1028.1,1001.1,983.7,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density linear,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene acrylonitrile,Primpke et al. 2018,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1710.9,1267.2,1232.5,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1710.9,1267.2,1230.6,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyamide,Primpke et al. 2018,2916.4,1635.6,1537.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyamide,Primpke et al. 2018,2918.3,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyamide,Primpke et al. 2018,2920.2,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1726.3,1705.1,1529.5,1219.0,1168.9,1141.9,1066.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1726.3,1705.1,1529.5,1219.0,1168.9,1141.9,1066.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyurethane,Primpke et al. 2018,1726.3,1703.1,1531.5,1219.0,1170.8,1141.9,1068.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windscreen wiper rubber,Primpke et al. 2018,2918.3,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black broodcomb,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scoured wool  not made rough,Primpke et al. 2018,1629.8,1525.7,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone seal reactor,Primpke et al. 2018,1058.9,1008.8,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre silk slubbing,Primpke et al. 2018,1618.3,1514.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resin dispersion,Primpke et al. 2018,1026.1,1003.0,937.4,910.4,528.5,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene acrylonitrile,Primpke et al. 2018,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene acrylonitrile,Primpke et al. 2018,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene allyl alcohol,Primpke et al. 2018,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene butadiene,Primpke et al. 2018,964.4,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene butyl methacrylate,Primpke et al. 2018,1720.5,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene ethylene butylene,Primpke et al. 2018,2920.2,2850.8,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene isoprene,Primpke et al. 2018,2960.7,2922.1,2852.7,1448.5,698.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene maleic anhydride,Primpke et al. 2018,1774.5,916.2,700.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
styrene maleic anhydride partial methyl ester,Primpke et al. 2018,1774.5,1718.6,1219.0,916.2,702.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre thermoplastic elastomere,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre turf,Primpke et al. 2018,1031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre tussah silk,Primpke et al. 2018,1620.2,1514.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinyl chloride vinyl acetate,Primpke et al. 2018,1737.9,1234.4,609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinyl chloride vinyl acetate hydroxypropyl acrylate,Primpke et al. 2018,1730.1,1240.2,1170.8,960.5,611.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinyl chloride vinyl acetate maleic acid,Primpke et al. 2018,1735.9,1232.5,607.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinylidene chloride acrylonitrile,Primpke et al. 2018,1068.6,626.9,580.6,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinylidene chloride vinyl chloride,Primpke et al. 2018,1246.0,609.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre viscose,Primpke et al. 2018,1043.5,1016.5,993.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre viscose dyed,Primpke et al. 2018,1018.4,995.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur wild boar,Primpke et al. 2018,1643.3,1535.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wool,Primpke et al. 2018,1631.8,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
